name,height,age,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,goals,minutesPlayed,rating,touches,possessionLostCtrl,expectedGoals,expectedAssists,aerialLost,aerialWon,duelLost,duelWon,onTargetScoringAttempt,totalClearance,totalTackle,wasFouled,fouls,totalCross,accurateCross,outfielderBlock,goodHighClaim,savedShotsFromInsideTheBox,saves,challengeLost,totalContest,wonContest,bigChanceMissed,shotOffTarget,interceptionWon,keyPass,dispossessed,blockedScoringAttempt,bigChanceCreated,penaltyWon,totalOffside,goalsPrevented,penaltyConceded,cbf_ranking_2024
Bruno Henrique,180.0,34.0,27.928571428571427,23.464285714285715,2.65,1.9230769230769231,0.037037037037037,1.0,1563.0,6.878571428571428,39.10714285714285,8.357142857142858,0.17784375,0.1073735559090909,1.5333333333333334,1.4666666666666666,4.384615384615385,3.375,1.2857142857142858,1.5555555555555556,1.65,1.1333333333333333,1.8571428571428568,3.631578947368421,1.4615384615384617,1.1666666666666667,0.0,0.0,0.0,1.8,1.6428571428571428,1.25,1.0,1.3076923076923077,1.375,1.5333333333333334,1.5555555555555556,1.0,1.25,0.0,1.0,0.0,0.0,12
Bruno Leonardo,187.0,28.0,41.43478260869565,32.34782608695652,9.045454545454543,4.0,0.0,1.0,1924.0,6.978260869565218,53.78260869565217,9.91304347826087,0.0,0.0,1.6428571428571428,3.0,3.4761904761904763,4.521739130434782,1.1666666666666667,6.181818181818182,1.8235294117647056,1.2,2.0,1.0,0.0,1.6666666666666667,0.0,0.0,0.0,1.4,1.2,1.3333333333333333,0.0,1.5,1.4705882352941178,1.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,30
Bruno Melo,183.0,31.0,47.77777777777778,41.03703703703704,7.592592592592593,3.769230769230769,0.0384615384615384,1.0,2401.0,6.9,58.51851851851852,8.74074074074074,0.0,0.0,1.9375,2.227272727272727,2.565217391304348,3.4,1.0,3.4,1.5,1.6,1.3636363636363635,2.090909090909091,1.75,1.1428571428571428,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.4285714285714286,1.0,1.0,1.5,1.0,0.0,1.3333333333333333,0.0,0.0,24
Bruno Zapelli,181.0,22.0,23.82758620689655,18.96551724137931,2.0,1.8333333333333333,0.1923076923076923,1.0,1615.0,7.027586206896552,38.689655172413794,11.310344827586206,0.1828857142857143,0.1482754904761904,1.625,2.142857142857143,4.821428571428571,4.423076923076923,1.4,1.4,1.619047619047619,1.7142857142857142,1.25,3.32,1.3571428571428572,1.0,0.0,0.0,0.0,1.5384615384615383,3.1818181818181817,2.263157894736842,1.0,1.1666666666666667,1.5,1.8695652173913044,2.5294117647058822,1.0,1.2,0.0,1.0,0.0,0.0,6
Cacá,185.0,25.0,44.2962962962963,39.25925925925926,5.962962962962963,3.8333333333333335,0.0434782608695652,1.0,2415.0,7.02962962962963,55.51851851851852,5.666666666666667,0.2687153846153846,0.014844913,2.2857142857142856,2.76,3.185185185185185,4.307692307692308,1.0,4.296296296296297,1.4736842105263157,1.2727272727272727,1.45,1.0,1.0,1.5,0.0,0.0,0.0,1.0,1.0,1.0,1.5,1.2857142857142858,1.3846153846153846,1.0,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,4
Caio Alexandre,174.0,25.0,67.82352941176471,62.26470588235294,4.676470588235294,3.586206896551724,0.0,1.0,2786.0,6.961764705882352,78.88235294117646,8.558823529411764,0.0840727272727272,0.0696110722222222,1.181818181818182,1.1428571428571428,4.4375,4.258064516129032,1.0,1.5,2.4166666666666665,1.92,1.7307692307692308,1.5714285714285714,1.1666666666666667,1.0,0.0,0.0,0.0,1.9565217391304348,1.7222222222222223,1.2857142857142858,0.0,1.2857142857142858,1.181818181818182,1.6470588235294117,1.45,1.0,1.0,0.0,1.0,0.0,1.0,11
Caio Dantas,177.0,31.0,11.88888888888889,8.851851851851851,1.3846153846153846,1.0,0.0833333333333333,1.375,2095.0,6.988888888888888,23.96296296296296,8.72,0.0,0.0,3.217391304347826,1.5625,5.666666666666667,4.166666666666667,1.3846153846153846,1.375,1.125,2.571428571428572,1.7272727272727273,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.3,1.4444444444444444,1.3333333333333333,1.4166666666666667,1.125,1.588235294117647,2.0,1.3,0.0,1.0,1.0,0.0,0.0,38
Caique Gonçalves,178.0,29.0,46.25,41.95,4.111111111111111,3.411764705882353,0.0,0.0,1653.0,6.955,58.15,5.5,0.0235333333333333,0.0171173479999999,1.3636363636363635,1.8333333333333333,3.9444444444444446,5.8,0.0,2.3846153846153846,2.9411764705882355,1.8823529411764703,1.9230769230769231,1.0,1.0,1.0,0.0,0.0,0.0,1.4166666666666667,1.5,1.3,0.0,1.0,1.7857142857142858,1.2,1.125,1.0,0.0,0.0,0.0,0.0,1.0,18
Castro,191.0,29.0,38.5,30.4,5.052631578947368,2.8,0.0,1.0,1684.0,6.875,48.65,10.157894736842104,0.0,0.0,2.235294117647059,2.764705882352941,4.2631578947368425,5.0,1.3333333333333333,2.6,2.4615384615384617,1.25,1.5333333333333334,1.1666666666666667,1.0,1.1666666666666667,0.0,0.0,0.0,1.3333333333333333,1.6,1.375,0.0,1.0,1.1111111111111112,1.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,33
Cauan Barros,183.0,20.0,33.6,28.3,3.2222222222222223,2.6666666666666665,0.0526315789473684,1.0,1442.0,6.965000000000001,43.55,6.9,0.0,0.0,1.7272727272727273,1.875,4.55,4.842105263157895,1.0,1.75,2.2857142857142856,2.076923076923077,2.421052631578948,1.1666666666666667,0.0,1.5,0.0,0.0,0.0,1.6363636363636365,1.0,1.0,0.0,1.2,1.9166666666666667,1.125,1.25,1.25,1.0,0.0,0.0,0.0,0.0,49
Cauly,175.0,29.0,35.285714285714285,29.685714285714287,2.037037037037037,1.8636363636363635,0.1666666666666666,1.0,2613.0,6.974285714285714,48.285714285714285,12.085714285714284,0.1367249999999999,0.1313274857142857,1.181818181818182,1.0,3.914285714285714,2.966666666666667,1.3,1.2222222222222223,1.1111111111111112,1.4090909090909092,1.375,3.0,1.588235294117647,1.0,0.0,0.0,0.0,1.3,2.696969696969697,1.9090909090909087,1.0,1.3,1.3333333333333333,2.6,1.9565217391304348,1.3846153846153846,1.2,0.0,1.0,0.0,0.0,11
Chico,174.0,33.0,16.566666666666666,13.724137931034482,1.85,1.2857142857142858,0.0,0.0,1531.0,6.783333333333333,27.1,7.533333333333333,0.0,0.0,1.6,1.4545454545454546,3.925925925925926,3.413793103448276,1.0,1.2,1.7777777777777777,2.1923076923076925,1.7692307692307692,3.037037037037037,1.75,1.0,0.0,0.0,0.0,1.4545454545454546,1.5625,1.0,0.0,1.1428571428571428,1.1428571428571428,1.875,1.25,1.0,1.0,0.0,1.0,0.0,0.0,37
Chico,188.0,26.0,43.7,36.8421052631579,8.55,4.117647058823529,0.0,1.0,1439.0,6.8950000000000005,53.4,10.263157894736842,0.0,0.0,1.75,1.7272727272727273,1.8461538461538465,3.066666666666667,1.0,3.8125,1.5454545454545454,1.4,1.3333333333333333,1.0,1.0,1.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25
Christian,178.0,23.0,22.166666666666668,18.08333333333333,1.6875,1.0833333333333333,0.0,1.0,1678.0,6.866666666666667,33.083333333333336,7.333333333333333,0.1002307692307692,0.0646684307692307,1.4166666666666667,1.5,4.090909090909091,3.739130434782609,1.1666666666666667,1.25,2.0,2.0,2.055555555555556,2.333333333333333,1.6666666666666667,1.0,0.0,0.0,0.0,1.4,1.7142857142857142,1.4285714285714286,1.0,1.1428571428571428,1.5,2.0,1.375,1.1111111111111112,1.0,0.0,1.25,0.0,0.0,6
Christian Ortíz,170.0,32.0,23.115384615384617,17.307692307692307,2.863636363636364,2.0,0.1666666666666666,1.0,1585.0,7.06923076923077,35.03846153846154,10.153846153846152,0.0,0.0,2.0526315789473686,1.3636363636363635,4.583333333333333,3.36,1.0769230769230769,1.0,1.6875,1.4761904761904765,1.894736842105263,3.782608695652174,1.8,1.25,0.0,0.0,0.0,1.2,1.4285714285714286,1.2222222222222223,1.0,1.25,1.0,1.8666666666666667,1.5,1.25,1.0,0.0,1.0,0.0,0.0,25
Chrystian Barletta,178.0,23.0,17.846153846153847,12.538461538461538,1.7333333333333334,1.4166666666666667,0.0869565217391304,1.1666666666666667,1784.0,6.876923076923077,33.19230769230769,12.538461538461538,0.0,0.0,1.5,1.0,5.04,3.125,1.181818181818182,1.6,1.4615384615384617,1.45,1.375,2.5217391304347827,1.4444444444444444,1.5,0.0,0.0,0.0,1.7777777777777777,2.16,1.2352941176470589,1.0,1.0909090909090908,1.0,1.6666666666666667,1.9523809523809523,1.2727272727272727,1.0,0.0,1.0,0.0,0.0,25
Claudinho,180.0,24.0,29.93103448275862,24.379310344827587,3.875,2.0,0.12,1.0,1876.0,6.93448275862069,47.06896551724138,9.551724137931034,0.0757928571428571,0.0750512472,1.2857142857142858,1.0,3.9615384615384617,3.269230769230769,1.0,1.75,2.571428571428572,1.0,1.1,2.625,1.1538461538461535,1.0,0.0,0.0,0.0,2.0,1.875,1.4615384615384617,1.0,1.25,1.8125,1.7272727272727273,1.3571428571428572,1.5,1.0,0.0,1.0,0.0,0.0,26
Claudinho,183.0,34.0,36.53846153846154,30.26923076923077,7.538461538461538,4.208333333333333,0.0416666666666666,0.0,2265.0,6.869230769230769,47.11538461538461,6.615384615384615,0.0,0.0,1.2941176470588236,2.56,2.2916666666666665,3.6538461538461537,1.0,5.72,1.15,1.4,1.5,1.0,0.0,2.0,0.0,0.0,0.0,1.3333333333333333,1.0,1.0,0.0,1.0,1.6,1.1666666666666667,1.0,1.0,1.0,0.0,1.0,0.0,0.0,34
Clayson,166.0,29.0,18.8,15.541666666666666,2.055555555555556,1.6428571428571428,0.0,1.3333333333333333,1467.0,6.76,32.04,10.2,0.1346428571428571,0.0800965172222222,1.0,1.0,3.96,2.375,1.5,1.8333333333333333,1.125,1.7222222222222223,1.2307692307692308,3.142857142857143,1.2857142857142858,1.0,0.0,0.0,0.0,1.4705882352941178,2.526315789473684,1.5,1.0,1.1428571428571428,1.1666666666666667,1.3333333333333333,1.2857142857142858,1.7142857142857142,1.0,1.0,1.0,0.0,0.0,20
Cuiabano,179.0,21.0,24.5,18.6,2.8823529411764706,1.3333333333333333,0.1176470588235294,1.0,1537.0,7.135,51.9,15.45,0.10335,0.03629977,1.5833333333333333,1.9333333333333331,4.8,5.65,1.3333333333333333,2.8,3.055555555555556,1.6923076923076923,2.25,4.8,1.3333333333333333,1.0,0.0,0.0,0.0,1.3,1.7692307692307692,1.4,1.3333333333333333,1.5,1.875,1.0,1.75,1.6666666666666667,1.0,0.0,0.0,0.0,1.0,8
Damián Suárez,172.0,36.0,28.15,21.7,4.2105263157894735,2.333333333333333,0.0666666666666666,0.0,1443.0,6.909999999999999,46.4,10.85,0.02586,0.08175375,1.4285714285714286,1.3333333333333333,4.052631578947368,3.611111111111111,0.0,1.9230769230769231,2.1875,1.0833333333333333,2.3076923076923075,3.5625,1.6363636363636365,1.0,0.0,0.0,0.0,1.5625,1.7777777777777777,1.5,0.0,1.2,1.1111111111111112,1.4666666666666666,1.0,1.0,1.0,0.0,1.0,0.0,0.0,8
Danielzinho,166.0,29.0,51.63333333333333,43.36666666666667,4.066666666666666,2.2758620689655173,0.0769230769230769,1.0,2633.0,7.319999999999999,68.63333333333334,13.466666666666669,0.0,0.0,2.0,1.5454545454545454,3.6538461538461537,4.689655172413793,1.0,2.272727272727273,1.5454545454545454,2.814814814814815,1.6,3.8461538461538463,1.588235294117647,1.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,1.1428571428571428,1.875,1.9583333333333333,1.7692307692307692,1.1,1.25,1.0,1.0,0.0,0.0,37
Danilo Boza,184.0,26.0,54.96,49.6,4.4,2.6818181818181817,0.0,1.0,2210.0,7.032,67.12,6.6,0.1088571428571428,0.0364855327272727,2.235294117647059,2.6956521739130435,2.75,4.375,1.0,4.416666666666667,1.4,1.5,1.0,1.5,0.0,1.75,0.0,0.0,0.0,1.181818181818182,1.3846153846153846,1.5714285714285714,1.0,1.2857142857142858,1.3888888888888888,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18
David,179.0,28.0,19.11111111111111,14.592592592592592,1.8823529411764703,1.4166666666666667,0.1428571428571428,1.0,1861.0,6.851851851851852,31.55555555555556,9.555555555555555,0.1074411764705882,0.10034633,1.25,1.4,4.461538461538462,4.423076923076923,1.0,1.0909090909090908,1.5,1.8,1.7058823529411764,1.5833333333333333,1.0,1.0,0.0,0.0,0.0,1.3636363636363635,3.136363636363636,2.0,0.0,1.4166666666666667,1.125,1.5,1.8571428571428568,1.3,1.0,0.0,1.25,0.0,0.0,15
David Braz,187.0,37.0,44.32,36.68,8.875,4.318181818181818,0.0,0.0,2001.0,6.9,53.08,8.32,0.0,0.0,1.5555555555555556,1.8333333333333333,2.375,2.909090909090909,1.0,3.809523809523809,1.6153846153846154,1.0,1.3846153846153846,1.2,0.0,1.75,0.0,0.0,0.0,1.0,1.4285714285714286,1.1428571428571428,0.0,1.1666666666666667,1.7,1.1666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21
David Luiz,189.0,37.0,42.15,38.94736842105263,5.388888888888889,2.9444444444444446,0.0,1.0,1454.0,6.847368421052631,50.6,6.631578947368421,0.0753,0.0260853994117647,1.6,2.294117647058824,2.647058823529412,3.388888888888889,1.0,3.6666666666666665,1.8333333333333333,1.0,1.3571428571428572,1.0,1.0,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,1.4,1.0,0.0,1.0,1.1,1.0,1.25,1.3333333333333333,1.0,0.0,0.0,0.0,1.0,1
David Ricardo,188.0,22.0,47.73076923076923,37.34615384615385,9.76923076923077,4.5,0.0454545454545454,1.0,2212.0,6.93076923076923,57.73076923076923,11.653846153846152,0.0,0.0,1.8888888888888888,2.9565217391304346,2.958333333333333,5.08,1.0,3.272727272727273,1.6666666666666667,1.4705882352941178,1.2352941176470589,1.2857142857142858,1.0,1.2857142857142858,0.0,0.0,0.0,1.1666666666666667,1.0,1.0,0.0,1.6,2.083333333333333,1.2857142857142858,1.2,1.0,1.0,0.0,1.0,0.0,1.0,22
Dellatorre,186.0,32.0,12.0,8.481481481481481,1.5333333333333334,1.3333333333333333,0.0869565217391304,1.0,2074.0,6.948148148148148,19.88888888888889,6.185185185185185,0.0,0.0,2.2222222222222223,1.3571428571428572,3.12,2.5,1.5263157894736843,1.3333333333333333,1.2,1.3157894736842106,1.625,1.4,1.0,1.0,0.0,0.0,0.0,1.0,1.75,1.2857142857142858,1.1666666666666667,1.4444444444444444,1.0,1.125,1.3333333333333333,1.0,0.0,0.0,1.5333333333333334,0.0,0.0,37
Denilson,180.0,23.0,33.92,29.88,2.9565217391304346,2.125,0.1304347826086956,0.0,1687.0,6.928,45.2,7.52,0.0540230769230769,0.0750601455,1.2222222222222223,1.0,3.727272727272727,5.75,1.0,1.2222222222222223,2.625,1.3846153846153846,2.0,2.230769230769231,1.4,0.0,0.0,0.0,0.0,1.0,3.555555555555556,2.7777777777777777,0.0,1.1666666666666667,1.3333333333333333,1.7142857142857142,1.5,1.1666666666666667,1.5,0.0,0.0,0.0,1.0,20
Dentinho,183.0,27.0,24.045454545454547,20.0,1.85,1.818181818181818,0.0,1.0,1397.0,6.790909090909091,37.31818181818182,9.272727272727272,0.0,0.0,2.090909090909091,1.0,4.190476190476191,3.526315789473684,1.2727272727272727,1.2,2.0,1.8235294117647056,1.375,1.25,1.0,1.0,0.0,0.0,0.0,1.1428571428571428,2.0625,1.5,0.0,1.2,1.181818181818182,1.3636363636363635,1.7058823529411764,1.0,0.0,0.0,2.0,0.0,0.0,35
Diego Pituca,175.0,32.0,52.2,45.73333333333333,6.4,3.8333333333333335,0.1071428571428571,1.0,2561.0,7.133333333333334,64.26666666666667,9.3,0.0,0.0,1.5,1.6875,3.4074074074074074,3.7586206896551726,1.5,1.818181818181818,1.75,1.6363636363636365,1.5,1.5625,1.125,1.1428571428571428,0.0,0.0,0.0,1.2727272727272727,1.181818181818182,1.3333333333333333,1.0,1.3636363636363635,1.3,1.2941176470588236,1.3846153846153846,1.2857142857142858,1.0,0.0,0.0,0.0,1.0,16
Diego Torres,174.0,33.0,27.24,22.4,3.4347826086956523,2.35,0.1904761904761904,1.0,1446.0,7.028,36.24,8.44,0.0,0.0,1.5555555555555556,1.1666666666666667,2.95,2.3157894736842106,1.5,1.6,1.5333333333333334,1.1428571428571428,1.6,3.4166666666666665,1.5294117647058822,1.0,0.0,0.0,0.0,1.2,1.3333333333333333,1.0,1.0,1.375,1.0,2.1904761904761907,1.8333333333333333,1.0,1.0,0.0,1.0,0.0,0.0,49
Dieguinho,175.0,28.0,37.6551724137931,30.96551724137931,4.0,2.44,0.0416666666666666,1.0,2379.0,7.075862068965517,64.34482758620689,14.310344827586206,0.0,0.0,1.55,1.375,4.035714285714286,5.607142857142857,1.0,2.7916666666666665,2.1666666666666665,2.2,1.6428571428571428,3.0384615384615383,1.2857142857142858,1.0,0.0,0.0,0.0,1.125,2.761904761904762,1.6470588235294117,0.0,1.0,1.5789473684210529,1.4285714285714286,1.5384615384615383,1.5,1.0,0.0,0.0,0.0,0.0,21
Diogo Barbosa,180.0,32.0,36.55,31.15,2.25,1.4444444444444444,0.0,0.0,1381.0,6.734999999999999,52.75,9.736842105263158,0.0149333333333333,0.040026550625,1.25,2.0,3.263157894736842,3.8333333333333335,0.0,1.6666666666666667,1.9166666666666667,1.5,1.6666666666666667,2.0,1.2222222222222223,1.0,0.0,0.0,0.0,1.3333333333333333,2.1538461538461537,1.6,0.0,1.0,1.5,1.2307692307692308,1.5,1.0,0.0,0.0,2.0,0.0,0.0,7
Diogo Silva,187.0,29.0,45.9375,40.25,8.25,4.6875,0.0,0.0,1384.0,6.825,54.9375,6.25,0.0,0.0,1.5454545454545454,1.75,2.466666666666667,3.076923076923077,1.0,3.875,1.625,1.3333333333333333,1.5555555555555556,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.3333333333333333,1.0,1.0,1.1666666666666667,1.7142857142857142,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,49
Dodi,169.0,28.0,23.074074074074076,19.85185185185185,2.0,2.0,0.0833333333333333,0.0,1910.0,6.839285714285714,32.82142857142857,5.555555555555555,0.0684444444444444,0.0597003235294117,1.3333333333333333,1.0833333333333333,3.230769230769231,4.653846153846154,1.0,1.6666666666666667,2.636363636363636,1.5789473684210529,1.75,1.0,1.0,1.0,0.0,0.0,0.0,1.6,2.357142857142857,1.5384615384615383,1.0,1.0,1.8333333333333333,1.4,1.3076923076923077,1.1666666666666667,1.5,0.0,0.0,0.0,0.0,10
Dodô,170.0,23.0,17.03846153846154,14.0,1.9444444444444444,1.8,0.0416666666666666,1.0,1420.0,6.953846153846154,27.846153846153847,8.115384615384615,0.0,0.0,1.75,1.0,3.217391304347826,3.739130434782609,1.0909090909090908,1.0,1.125,3.05,1.3333333333333333,2.176470588235294,1.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.9375,2.1666666666666665,1.5,1.3636363636363635,1.2857142857142858,1.3333333333333333,1.3846153846153846,1.4,1.0,1.0,1.25,0.0,0.0,33
Douglas,190.0,34.0,33.904761904761905,27.428571428571427,5.761904761904762,2.2,0.0,1.0,1809.0,6.8047619047619055,42.61904761904762,6.714285714285714,0.0,0.0,1.7857142857142858,2.473684210526316,2.2222222222222223,3.2,1.0,5.1,1.375,1.0,1.2307692307692308,2.0,1.0,1.2727272727272727,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.1428571428571428,1.6666666666666667,1.5,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.0,38
Douglas Baggio,172.0,29.0,21.2,16.766666666666666,1.6111111111111112,1.2857142857142858,0.1111111111111111,1.0,2334.0,7.013333333333334,40.73333333333333,13.5,0.0,0.0,1.8,1.4166666666666667,5.965517241379311,5.758620689655173,1.3636363636363635,1.5,1.3157894736842106,3.689655172413793,1.7826086956521738,5.7,1.9523809523809523,1.0,0.0,0.0,0.0,1.4545454545454546,2.333333333333333,1.5,1.0,1.4285714285714286,1.0,2.1904761904761907,1.8,1.3571428571428572,1.3333333333333333,0.0,1.0,0.0,0.0,32
