valor_mercado
3195000.0
28755000.0
31950000.0
1597500.0
4792500.0
19170000.0
19170000.0
1278000.0
4473000.0
19170000.0
3514500.0
15975000.0
2236500.0
38340000.0
1917000.0
958500.0
63900000.0
2236500.0
51120000.0
3195000.0
6390000.0
4792500.0
31950000.0
12780000.0
15975000.0
11502000.0
11502000.0
319500.0
2556000.0
38340000.0
12780000.0
41535000.0
1917000.0
3195000.0
319500.0
3195000.0
38340000.0
3195000.0
3195000.0
44730000.0
4473000.0
7668000.0
12780000.0
12780000.0
6390000.0
22365000.0
4153500.0
1917000.0
7668000.0
12780000.0
958500.0
2556000.0
3834000.0
2875500.0
12780000.0
639000.0
10224000.0
639000.0
6390000.0
3834000.0
958500.0
4473000.0
4473000.0
639000.0
4792500.0
12780000.0
1597500.0
11502000.0
2236500.0
1278000.0
25560000.0
8307000.0
6390000.0
31950000.0
1917000.0
255600000.0
4153500.0
2556000.0
14697000.0
1917000.0
639000.0
31950000.0
3834000.0
38340000.0
639000.0
5751000.0
2236500.0
2556000.0
2556000.0
2875500.0
12780000.0
1917000.0
63900000.0
1917000.0
1597500.0
28755000.0
4473000.0
7668000.0
1917000.0
15975000.0
3834000.0
1278000.0
89460000.0
1917000.0
3195000.0
5751000.0
3834000.0
19170000.0
639000.0
76680000.0
2556000.0
3195000.0
11502000.0
44730000.0
51120000.0
1917000.0
12780000.0
25560000.0
9585000.0
11502000.0
639000.0
25560000.0
15975000.0
31950000.0
44730000.0
319500.0
3195000.0
38340000.0
95850000.0
83070000.0
22365000.0
319500.0
10863000.0
25560000.0
2875500.0
2875500.0
6390000.0
31950000.0
31950000.0
639000.0
28755000.0
2556000.0
639000.0
6390000.0
25560000.0
19170000.0
22365000.0
639000.0
6390000.0
44730000.0
3834000.0
12780000.0
12780000.0
19170000.0
7668000.0
25560000.0
19170000.0
3834000.0
5112000.0
8946000.0
31950000.0
1917000.0
51120000.0
1597500.0
6390000.0
20448000.0
2556000.0
5112000.0
15975000.0
1917000.0
15975000.0
25560000.0
9585000.0
639000.0
102240000.0
5751000.0
15975000.0
57510000.0
57510000.0
57510000.0
1917000.0
1597500.0
3195000.0
2556000.0
12780000.0
2875500.0
2875500.0
3195000.0
1597500.0
3195000.0
31950000.0
31950000.0
25560000.0
5112000.0
2875500.0
319500.0
958500.0
9585000.0
7668000.0
2236500.0
1917000.0
7668000.0
7668000.0
54315000.0
2556000.0
25560000.0
25560000.0
63900000.0
1917000.0
6390000.0
639000.0
1597500.0
3834000.0
57510000.0
639000.0
3195000.0
6390000.0
2875500.0
1278000.0
5112000.0
1597500.0
1597500.0
1597500.0
28755000.0
4792500.0
639000.0
12780000.0
798750.0
11502000.0
108630000.0
2236500.0
1597500.0
6390000.0
146970000.0
2556000.0
5112000.0
1278000.0
3834000.0
3195000.0
3834000.0
958500.0
15975000.0
22365000.0
95850000.0
3195000.0
15975000.0
1278000.0
3834000.0
1917000.0
7668000.0
3834000.0
639000.0
958500.0
958500.0
958500.0
7668000.0
19170000.0
57510000.0
6390000.0
57510000.0
5112000.0
958500.0
2556000.0
15975000.0
2236500.0
9585000.0
12780000.0
11502000.0
12780000.0
5112000.0
2556000.0
38340000.0
1597500.0
1917000.0
1597500.0
958500.0
19170000.0
4473000.0
44730000.0
51120000.0
12780000.0
1597500.0
51120000.0
22365000.0
38340000.0
38340000.0
2875500.0
25560000.0
639000.0
6390000.0
3195000.0
1597500.0
44730000.0
70290000.0
22365000.0
3834000.0
6390000.0
9585000.0
1278000.0
