name,team_name,score_normalizado,valor_mercado_mais_recente(R$),goals,expectedGoals,onTargetScoringAttempt,bigChanceCreated,expectedAssists,goalAssist,keyPass,accuratePass,rating,penaltyWon,wasFouled,duelWon,aerialWon,accurateCross,accurateLongBalls,blockedScoringAttempt,height,age,possessionLostCtrl,dispossessed,bigChanceMissed,duelLost,fouls,challengeLost,totalOffside,saves,savedShotsFromInsideTheBox,goodHighClaim,goalsPrevented,penaltyConceded,campeonato,position,country,totalPass,totalLongBalls,minutesPlayed,touches,aerialLost,totalClearance,totalTackle,totalCross,outfielderBlock,totalContest,wonContest,shotOffTarget,interceptionWon,score_total
Douglas,Guarani,56.18197402925916,"R$ 639.000,00",1.0,0.0,1.0,0.0,0.0,0.0,1.5,27.428571428571427,6.8047619047619055,0.0,1.0,3.2,2.473684210526316,1.0,2.2,1.3333333333333333,190.0,34.0,6.714285714285714,0.0,0.0,2.2222222222222223,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Brasileirão Série B,D,Brazil,33.904761904761905,5.761904761904762,1809.0,42.61904761904762,1.7857142857142858,5.1,1.375,2.0,1.2727272727272727,1.0,1.0,1.1428571428571428,1.6666666666666667,0.16751191614723177
Douglas Mendes,Red Bull Bragantino,74.45295066585561,"R$ 12.780.000,00",1.0,0.32136,1.0,0.0,0.016066287,0.0,1.0,25.94736842105263,6.9105263157894745,0.0,1.0,4.705882352941177,2.933333333333333,0.0,3.1875,1.0,189.0,20.0,9.263157894736842,0.0,0.0,3.4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,32.526315789473685,6.647058823529412,1437.0,45.31578947368421,1.8461538461538463,4.0,1.8571428571428572,1.25,1.5,1.6,1.6,1.4,1.8181818181818181,0.500161272660168
Edson,Goiás,39.700054347219876,"R$ 1.597.500,00",1.0,0.0,1.0,1.0,0.0,0.05,1.25,34.208333333333336,6.879166666666666,0.0,1.3333333333333333,2.5238095238095237,1.7692307692307692,0.0,4.333333333333333,1.25,183.0,33.0,5.5,1.0,1.0,2.4347826086956523,1.3571428571428572,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Brasileirão Série B,D,Brazil,39.0,6.476190476190476,1808.0,46.083333333333336,1.5833333333333333,2.526315789473684,1.8,1.0,1.8333333333333333,1.0,1.0,1.5,1.5384615384615385,-0.13256509042867876
Ezequiel,Amazonas FC,4.46019582848619,"R$ 1.917.000,00",0.0,0.0,1.0,0.0,0.0,0.0,1.7692307692307692,24.238095238095237,6.895238095238096,0.0,1.5384615384615385,3.5,1.5833333333333333,1.6666666666666667,1.7333333333333334,1.0,179.0,31.0,12.142857142857142,1.5,0.0,3.111111111111111,1.7142857142857142,2.25,1.0,0.0,0.0,0.0,0.0,0.0,Copa do Brasil,D,Brazil,28.952380952380953,3.6842105263157894,1609.0,49.714285714285715,1.5555555555555556,3.0,1.9166666666666667,5.35,1.0,1.0,1.0,0.0,1.0,-0.7741572993740761
Fabiano,Amazonas FC,32.851523966213016,"R$ 639.000,00",0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.464285714285715,6.807142857142857,0.0,1.3076923076923077,3.5714285714285716,2.1818181818181817,1.0,2.0,1.25,180.0,34.0,12.5,1.2,0.0,3.36,1.5384615384615385,1.2,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série B,D,Brazil,38.5,4.642857142857143,2406.0,56.92857142857143,1.8421052631578947,3.52,1.55,1.6666666666666667,1.8333333333333333,1.3636363636363635,1.0,1.1,1.9166666666666667,-0.2572524166517395
Fabrício Bruno,Flamengo,74.43776441260945,"R$ 38.340.000,00",1.0,0.06715,1.0,0.0,0.04201746384615385,0.0,1.1666666666666667,53.148148148148145,7.074074074074074,0.0,1.1,3.2,1.9473684210526316,1.0,4.16,1.3333333333333333,192.0,28.0,5.769230769230769,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,58.18518518518518,6.615384615384615,2307.0,66.85185185185185,1.6666666666666667,4.0,1.6666666666666667,1.25,1.5,1.0,1.0,1.0,1.4545454545454546,0.4998847851209052
Fábio Alemão,CRB,39.89085297720533,"R$ 1.917.000,00",0.0,0.0,1.0,1.0,0.0,0.0,1.0,45.411764705882355,6.982352941176471,0.0,1.2222222222222223,3.588235294117647,1.5,1.0,4.4375,0.0,184.0,28.0,8.647058823529411,1.0,1.0,3.3529411764705883,1.5333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série B,D,Brazil,52.705882352941174,8.411764705882353,1513.0,63.529411764705884,1.6363636363636365,3.533333333333333,2.3333333333333335,1.0,1.3333333333333333,1.0909090909090908,1.0,1.0,1.3,-0.12909132749029897
Fábio Sanches,Botafogo-SP,23.631320553116044,"R$ 1.597.500,00",0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.22222222222222,6.683333333333334,0.0,1.4,2.533333333333333,1.5384615384615385,0.0,2.0,1.0,186.0,33.0,5.222222222222222,0.0,0.0,2.1538461538461537,1.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Brasileirão Série B,D,Brazil,27.11111111111111,4.235294117647059,1444.0,34.611111111111114,1.5,4.571428571428571,1.5714285714285714,1.0,1.3333333333333333,0.0,0.0,1.0,1.3333333333333333,-0.42511945481223634
Félix Torres,Corinthians,61.90072211080609,"R$ 28.755.000,00",0.0,0.1096142857142857,1.0,1.0,0.047146642307692305,0.0,1.0,35.73076923076923,6.8307692307692305,0.0,1.0,4.681818181818182,3.15,1.0,2.5238095238095237,1.0,187.0,27.0,7.269230769230769,1.0,1.0,3.652173913043478,1.55,1.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Ecuador,42.11538461538461,4.28,2033.0,52.80769230769231,1.631578947368421,3.6666666666666665,2.0,1.0,1.2,1.2857142857142858,1.0,1.0,2.25,0.27162993387682727
Gabriel Risso Patrón,Ponte Preta,35.92003695781992,"R$ 1.917.000,00",0.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.9090909090909092,29.5,6.845454545454545,0.0,1.2,2.764705882352941,1.0,1.25,2.5789473684210527,1.0,179.0,28.0,13.272727272727273,1.0,0.0,2.3684210526315788,1.25,1.1111111111111112,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série B,D,Argentina,36.68181818181818,4.863636363636363,1690.0,58.04545454545455,1.4545454545454546,2.3333333333333335,1.8571428571428572,3.8947368421052633,1.25,1.4166666666666667,1.25,1.3333333333333333,2.176470588235294,-0.20138573298114154
Gabriel Xavier,Bahia,100.0,"R$ 15.975.000,00",0.0,0.083,1.0,0.0,0.011835732631578949,0.0,1.0,57.27272727272727,7.215151515151515,0.0,1.0714285714285714,6.181818181818182,3.9375,0.0,2.875,1.0,190.0,23.0,8.121212121212121,1.0,1.0,3.1818181818181817,1.64,1.3,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,64.9090909090909,6.484848484848484,2970.0,78.51515151515152,2.217391304347826,5.545454545454546,2.1481481481481484,1.0,1.631578947368421,1.0,1.0,1.0,2.0,0.9652819769790377
Gil,Santos,35.44043261652467,"R$ 1.917.000,00",1.0,0.0,1.1666666666666667,0.0,0.0,0.0,1.0,41.07142857142857,6.964285714285714,0.0,1.25,3.7777777777777777,2.6153846153846154,0.0,2.5925925925925926,1.0,191.0,37.0,5.821428571428571,1.0,1.0,2.1904761904761907,1.2307692307692308,1.5,1.25,0.0,0.0,0.0,0.0,0.0,Brasileirão Série B,D,Brazil,46.42857142857143,5.25,2515.0,53.17857142857143,1.7692307692307692,2.6956521739130435,1.4444444444444444,1.0,1.5454545454545454,1.5,1.5,1.0,1.3125,-0.21011761845644333
Gonzalo Escobar,Santos,41.933343945682985,"R$ 3.834.000,00",1.0,0.0,1.0,1.0,0.0,0.08,1.5,33.74074074074074,7.066666666666667,0.0,1.4615384615384615,3.8076923076923075,1.4,1.8235294117647058,3.4,1.2,171.0,27.0,15.37037037037037,1.3333333333333333,1.0,3.925925925925926,1.8181818181818181,1.3636363636363635,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série B,D,Argentina,42.111111111111114,6.888888888888889,2316.0,65.22222222222223,1.4705882352941178,2.1666666666666665,2.3333333333333335,3.740740740740741,1.3333333333333333,1.3888888888888888,1.0,1.3333333333333333,2.0,-0.09190484754118206
Guilherme Arana,Atlético Mineiro,53.99764725944534,"R$ 76.680.000,00",1.0,0.06186666666666666,1.4444444444444444,1.1666666666666667,0.09484461538461539,0.23529411764705882,1.8666666666666667,48.42857142857143,7.423809523809524,0.0,1.3333333333333333,3.5789473684210527,1.6666666666666667,1.5,2.823529411764706,1.0,176.0,27.0,12.333333333333334,1.3333333333333333,1.0,3.388888888888889,1.0769230769230769,1.0909090909090908,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,54.714285714285715,4.5,1678.0,74.71428571428571,1.8,1.6666666666666667,1.875,4.428571428571429,1.0,2.0,1.5714285714285714,1.2,1.7692307692307692,0.12774311183837242
Guilherme Romão,Atlético Goianiense,53.12151609549639,"R$ 2.556.000,00",1.0,0.1067125,1.1111111111111112,1.25,0.10606950826086957,0.22727272727272727,1.8823529411764706,27.964285714285715,7.053571428571429,0.0,1.8333333333333333,5.714285714285714,2.5217391304347827,1.8571428571428572,2.25,1.1,179.0,27.0,16.5,1.3,1.0,4.285714285714286,1.4,1.1,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,35.035714285714285,4.0,2468.0,60.82142857142857,2.0454545454545454,2.3076923076923075,1.6842105263157894,2.923076923076923,1.4,2.5652173913043477,1.625,1.4,1.9285714285714286,0.11179188636721771
Gustavo Gómez,Palmeiras,60.39538761307705,"R$ 44.730.000,00",1.0,0.1647769230769231,1.0,1.0,0.06535680857142857,0.09090909090909091,1.25,37.72727272727273,7.168181818181818,0.0,1.5,5.818181818181818,3.9047619047619047,1.0,2.9,1.1428571428571428,185.0,31.0,8.590909090909092,1.0,0.0,4.7272727272727275,2.3125,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Brasileirão Série A,D,Paraguay,45.45454545454545,5.7727272727272725,1980.0,57.59090909090909,3.210526315789474,4.045454545454546,1.45,1.2,2.0,1.5,1.0,1.2857142857142858,1.75,0.24422315853219156
Hugo,Corinthians,40.29804192483946,"R$ 25.560.000,00",0.0,0.07501818181818182,1.0,1.0,0.029214643571428573,0.17391304347826086,1.2777777777777777,25.25925925925926,6.907407407407407,0.0,1.3333333333333333,5.153846153846154,2.125,1.0,1.625,1.0,179.0,27.0,10.444444444444445,1.3636363636363635,1.0,4.269230769230769,1.8636363636363635,1.2941176470588236,1.0,0.0,0.0,0.0,0.0,1.0,Brasileirão Série A,D,Brazil,31.703703703703702,3.125,2070.0,51.888888888888886,1.434782608695652,3.0833333333333335,2.4583333333333335,1.588235294117647,1.0,1.5454545454545454,1.3333333333333333,1.4285714285714286,1.5555555555555556,-0.12167786820436427
Ianson,Brusque,67.01400896074955,"R$ 639.000,00",1.0,0.0,1.0,0.0,0.0,0.0,1.5,32.65,7.0200000000000005,0.0,1.0,4.611111111111111,2.5625,0.0,3.789473684210526,0.0,187.0,29.0,7.2631578947368425,1.0,0.0,2.4444444444444446,1.3,1.375,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,Brasileirão Série B,D,Brazil,38.7,6.85,1716.0,50.55,1.4166666666666667,5.315789473684211,2.6923076923076925,0.0,1.3333333333333333,1.0,1.0,1.0,1.9333333333333333,0.36472466078336885
Igor Vinícius,São Paulo,22.54224807182097,"R$ 15.975.000,00",0.0,0.2601,1.0,1.0,0.10469863238095238,0.10526315789473684,1.588235294117647,39.69565217391305,6.856521739130434,0.0,1.7333333333333334,4.333333333333333,1.1428571428571428,2.1666666666666665,1.4736842105263157,1.0,173.0,27.0,11.130434782608695,1.6666666666666667,1.5,4.1,1.3636363636363635,1.3636363636363635,1.0,0.0,0.0,0.0,0.0,1.0,Brasileirão Série A,D,Brazil,44.65217391304348,2.3043478260869565,1739.0,65.3913043478261,1.3636363636363635,2.3333333333333335,2.7333333333333334,3.7142857142857144,0.0,2.533333333333333,1.7777777777777777,1.0,1.25,-0.44494758262961387
Jefferson,Guarani,23.428193580240137,"R$ 3.195.000,00",0.0,0.0,1.3333333333333333,1.0,0.0,0.05263157894736842,2.3333333333333335,30.272727272727273,6.828571428571429,0.0,1.7142857142857142,3.263157894736842,1.5,1.5,3.388888888888889,1.0,176.0,27.0,15.619047619047619,1.5,0.0,2.75,1.5833333333333333,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série B,D,Brazil,39.22727272727273,7.35,1658.0,60.04545454545455,1.5,2.3333333333333335,1.3333333333333333,4.0,1.0,1.3333333333333333,1.5,1.3,1.5,-0.4288176729295016
Joaquín Piquerez,Palmeiras,47.03551613575441,"R$ 83.070.000,00",1.0,0.15416153846153843,1.1666666666666667,1.0,0.10684522,0.0,1.8181818181818181,29.88888888888889,7.105555555555556,0.0,1.5384615384615385,4.4375,1.5555555555555556,1.3333333333333333,2.6,1.2222222222222223,183.0,26.0,11.61111111111111,2.0,1.0,2.9411764705882355,1.2222222222222223,1.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Uruguay,35.72222222222222,4.277777777777778,1431.0,58.388888888888886,1.1666666666666667,2.0,2.3076923076923075,4.611111111111111,1.0,1.4545454545454546,1.0,1.6,1.5,0.0009875210279904258
João Lucas,Juventude,58.30232374600739,"R$ 10.863.000,00",1.0,0.059669230769230766,1.0,1.4,0.16535987400000002,0.13043478260869565,1.5789473684210527,25.23076923076923,7.123076923076923,0.0,1.5,6.12,1.6,1.7058823529411764,2.3636363636363638,1.0,181.0,26.0,17.076923076923077,1.3333333333333333,0.0,3.6538461538461537,1.7777777777777777,1.2777777777777777,1.0,0.0,0.0,0.0,0.0,1.0,Brasileirão Série A,D,Brazil,33.84615384615385,5.1923076923076925,2213.0,59.96153846153846,1.25,2.0454545454545454,3.260869565217391,4.04,1.1,1.8888888888888888,1.9230769230769231,1.25,1.7222222222222223,0.20611592636997556
João Marcelo,Cruzeiro,95.71688237745336,"R$ 25.560.000,00",0.0,0.0665375,1.0,1.0,0.03864805294117647,0.1,1.0,51.69565217391305,7.221739130434782,0.0,1.25,5.260869565217392,3.3333333333333335,0.0,3.0,1.0,189.0,24.0,5.869565217391305,1.2,1.0,3.45,1.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,56.56521739130435,4.7727272727272725,2063.0,69.56521739130434,2.411764705882353,5.434782608695652,1.8333333333333333,1.0,1.9090909090909092,1.625,1.6,1.4,1.7777777777777777,0.8873016725132351
João Pedro,Grêmio,27.2287367402794,"R$ 2.875.500,00",0.0,0.05555555555555555,1.0,1.0,0.09839274347826087,0.09090909090909091,1.2,29.346153846153847,6.846153846153846,0.0,1.0,4.434782608695652,1.5625,1.2,1.6875,1.0,179.0,27.0,13.26923076923077,1.2142857142857142,1.0,4.190476190476191,1.3333333333333333,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,2.0,Brasileirão Série A,D,Brazil,36.5,3.269230769230769,2194.0,58.5,1.5625,2.388888888888889,1.8421052631578947,2.0,1.2222222222222223,2.95,2.0,1.0,1.5555555555555556,-0.3596233292590909
João Victor,Mirassol,72.4887245149255,"R$ 31.950.000,00",1.0,0.0,1.0,1.0,0.0,0.038461538461538464,1.3333333333333333,49.06896551724138,7.093103448275862,0.0,1.3333333333333333,3.619047619047619,2.6315789473684212,1.0,4.035714285714286,1.0,188.0,27.0,6.035714285714286,0.0,0.0,2.25,1.4666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série B,D,Brazil,54.58620689655172,6.620689655172414,2520.0,62.62068965517241,1.5,4.384615384615385,1.375,1.0,1.75,1.0,1.0,1.0,1.2666666666666666,0.46439971605875224
Kaique Rocha,Athletico,79.43383013241204,"R$ 19.170.000,00",0.0,0.14765555555555554,1.25,1.0,0.03281010476190476,0.038461538461538464,1.3846153846153846,37.36666666666667,7.109677419354839,0.0,1.2727272727272727,4.870967741935484,2.888888888888889,1.0,2.5714285714285716,1.0,195.0,23.0,6.766666666666667,1.0,1.0,2.7142857142857144,1.5555555555555556,1.3,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,41.903225806451616,4.862068965517241,2665.0,53.903225806451616,1.7058823529411764,5.172413793103448,1.8333333333333333,1.25,1.2777777777777777,1.3333333333333333,1.2307692307692308,1.0,1.5217391304347827,0.5908453330896347
Kanu,Bahia,55.08803456705616,"R$ 22.365.000,00",0.0,0.0378,1.0,0.0,0.012736969999999999,0.0,1.0,59.22222222222222,6.988888888888888,0.0,1.7142857142857142,3.9615384615384617,2.238095238095238,0.0,3.142857142857143,0.0,186.0,27.0,4.461538461538462,1.0,0.0,2.9583333333333335,1.7058823529411764,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,63.148148148148145,4.478260869565218,2430.0,72.70370370370371,1.8333333333333333,3.9130434782608696,1.8,0.0,1.6153846153846154,1.0,1.0,1.3333333333333333,1.5789473684210527,0.14759517795617902
Kevyn,Paysandu SC,12.863408048924395,"R$ 639.000,00",1.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.0,14.24,6.704,0.0,2.0526315789473686,3.9166666666666665,1.6875,1.0,1.9166666666666667,1.0,178.0,26.0,8.88,1.375,0.0,3.5,1.6428571428571428,1.25,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série B,D,Brazil,18.44,2.857142857142857,1856.0,35.4,1.8823529411764706,2.0,1.5714285714285714,1.75,1.0,1.4285714285714286,1.2,1.0,1.2142857142857142,-0.6211647586156678
Luan Cândido,Red Bull Bragantino,64.05503387413609,"R$ 44.730.000,00",1.0,0.11743846153846155,1.4,0.0,0.013174689285714287,0.0,1.2,30.4,6.912000000000001,0.0,1.125,5.0,2.869565217391304,0.0,2.619047619047619,1.1428571428571428,187.0,23.0,9.36,1.0,0.0,4.12,2.473684210526316,1.4,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,36.6,4.48,2114.0,53.12,1.8823529411764706,4.086956521739131,2.0476190476190474,1.8,1.5555555555555556,1.1111111111111112,1.0,1.2222222222222223,1.9444444444444444,0.31085227190798487
Lucas Esquivel,Athletico,63.33041510574218,"R$ 19.170.000,00",0.0,0.041791666666666664,1.0,1.0,0.142609303,0.2,1.8888888888888888,37.07142857142857,7.110714285714286,0.0,1.4,5.035714285714286,1.5,1.5714285714285714,2.75,1.0,183.0,22.785714285714285,15.178571428571429,1.4666666666666666,0.0,4.071428571428571,1.5555555555555556,1.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Argentina,45.392857142857146,5.642857142857143,2286.0,70.42857142857143,1.5,3.2,2.75,4.5,1.5,2.3125,1.9230769230769231,1.2,1.5,0.2976595470844734
Lucas Esteves,Vitória,42.61892869036708,"R$ 7.668.000,00",1.0,0.06953333333333334,1.0,1.0,0.0793029,0.08333333333333333,1.3888888888888888,27.51851851851852,6.892592592592592,1.0,1.2777777777777777,4.8076923076923075,2.0952380952380953,1.375,1.6,1.0,171.0,24.0,11.518518518518519,1.1666666666666667,0.0,3.8461538461538463,1.8125,1.1818181818181819,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,33.55555555555556,3.08,2235.0,55.0,1.6111111111111112,3.0,2.142857142857143,3.4444444444444446,1.2,1.8235294117647058,1.0833333333333333,1.0769230769230769,1.5,-0.0794227931502062
Lucas Halter,Botafogo,43.12701421248097,"R$ 19.170.000,00",1.0,0.03956666666666667,1.0,0.0,0.015000194615384616,0.0,1.0,48.05555555555556,6.838888888888889,0.0,1.2,2.466666666666667,1.7,0.0,3.9375,1.0,187.0,24.0,4.888888888888889,0.0,0.0,3.3333333333333335,1.5384615384615385,1.375,0.0,0.0,0.0,0.0,0.0,1.0,Brasileirão Série A,D,Brazil,52.72222222222222,5.611111111111111,1512.0,60.27777777777778,1.9,4.294117647058823,1.4,0.0,1.25,0.0,0.0,1.0,1.375,-0.07017236689514807
Lucas Maia,Paysandu SC,38.84811551432211,"R$ 5.112.000,00",1.0,0.0,1.0,1.0,0.0,0.0,1.25,37.95652173913044,6.695652173913044,0.0,1.0,2.8,2.210526315789474,0.0,3.2,1.0,190.0,31.0,7.318181818181818,1.0,1.0,2.5454545454545454,1.625,1.2,1.0,0.0,0.0,0.0,0.0,1.0,Brasileirão Série B,D,Brazil,44.30434782608695,6.318181818181818,1922.0,53.43478260869565,1.5333333333333334,3.5652173913043477,1.4285714285714286,0.0,2.0,1.0,1.0,1.0,1.625,-0.14807585978646895
Lucas Piton,Vasco,70.77651277064686,"R$ 51.120.000,00",1.0,0.06748,1.0,1.2,0.20529569090909092,0.2608695652173913,1.88,29.9,7.1066666666666665,0.0,1.375,4.413793103448276,1.8,2.04,2.0833333333333335,2.0,176.0,24.0,13.8,1.1818181818181819,0.0,3.533333333333333,1.4705882352941178,1.3529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,36.13333333333333,3.6,2602.0,60.266666666666666,1.625,3.1538461538461537,2.608695652173913,5.827586206896552,1.25,2.0,1.7692307692307692,1.2,1.6666666666666667,0.43322644348133843
Lucas Ramon,Mirassol,38.91061353078168,"R$ 1.597.500,00",1.0,0.0,1.0,1.0,0.0,0.07692307692307693,1.1428571428571428,26.533333333333335,7.016666666666667,0.0,1.68,4.9,1.68,1.2857142857142858,2.0454545454545454,1.0,178.0,30.0,14.4,1.4285714285714286,0.0,3.4444444444444446,1.4666666666666666,1.7,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série B,D,Brazil,35.0,4.3,2559.0,57.3,1.3125,2.72,1.75,2.7037037037037037,1.2,1.75,1.4,1.0,1.9444444444444444,-0.14693799368483063
Lucas Ribeiro,Goiás,28.313479613622093,"R$ 6.390.000,00",0.0,0.0,1.0,0.0,0.0,0.05,1.0,33.92,6.852,0.0,1.2307692307692308,3.260869565217391,1.631578947368421,1.0,4.5,0.0,190.0,25.0,7.5,1.1428571428571428,0.0,3.9,2.2222222222222223,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Brasileirão Série B,D,Brazil,39.92,7.2,2127.0,47.96,1.7,2.7777777777777777,1.5384615384615385,1.3333333333333333,1.5714285714285714,1.5,1.0,1.0,1.5,-0.3398740281693678
Luciano Castan,Sport Recife,49.725980647117325,"R$ 1.917.000,00",1.0,0.0,1.0,1.0,0.0,0.0,1.0,52.35,6.9409090909090905,0.0,1.3333333333333333,3.473684210526316,2.5555555555555554,0.0,5.1,1.0,187.0,35.0,8.181818181818182,1.0,1.0,3.0,1.6363636363636365,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série B,D,Brazil,54.72727272727273,8.454545454545455,1807.0,64.31818181818181,1.6153846153846154,4.428571428571429,1.25,0.0,1.5,1.4,1.0,1.2,1.5384615384615385,0.049971289450808566
Luciano Juba,Bahia,54.613306621666915,"R$ 15.975.000,00",1.0,0.07924615384615384,1.2,1.0,0.09361689666666667,0.037037037037037035,1.9090909090909092,45.970588235294116,7.085294117647059,0.0,1.1,3.1724137931034484,1.45,1.7058823529411764,2.7857142857142856,1.25,176.0,25.0,11.941176470588236,1.1666666666666667,1.0,2.9285714285714284,1.1111111111111112,1.6842105263157894,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,53.5,5.5,2864.0,71.70588235294117,1.4666666666666666,2.6785714285714284,2.142857142857143,3.8333333333333335,1.0,1.3333333333333333,1.0,1.0,2.12,0.13895207426810724
Luiz Otávio,Mirassol,68.1301157999621,"R$ 5.751.000,00",1.0,0.0,1.0,1.0,0.0,0.09523809523809523,1.2857142857142858,46.2,7.195833333333333,0.0,1.0,4.333333333333333,3.4782608695652173,0.0,7.041666666666667,1.0,194.0,32.0,10.2,1.0,0.0,3.0869565217391304,1.5,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série B,D,Brazil,55.92,12.36,2161.0,65.96,1.9,5.291666666666667,1.2666666666666666,0.0,1.6666666666666667,1.0,0.0,1.375,1.4,0.38504498789276315
Léo,Vasco,52.50966405593364,"R$ 15.975.000,00",0.0,0.1961166666666667,1.0,1.0,0.05584696166666667,0.047619047619047616,1.0,33.464285714285715,6.839285714285714,0.0,1.3333333333333333,3.076923076923077,1.45,1.0,3.0,1.0,183.0,28.0,6.785714285714286,1.0,1.0,2.36,1.2857142857142858,1.2,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,39.714285714285715,6.25,2520.0,49.82142857142857,1.7333333333333334,4.571428571428571,1.6818181818181819,1.25,1.9166666666666667,1.5,2.0,1.0,1.4375,0.1006522417116603
Léo Ortiz,Flamengo,48.99335043786424,"R$ 57.510.000,00",0.0,0.1101,1.0,1.3333333333333333,0.06583062142857143,0.08695652173913043,1.6363636363636365,31.44,7.075,0.0,1.0,3.4782608695652173,1.9523809523809523,1.0,3.625,1.0,185.0,28.0,5.583333333333333,2.0,1.0,2.1578947368421053,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,35.96,4.25,1753.0,43.16,1.2,2.466666666666667,1.8666666666666667,1.0,1.25,1.1,1.0,1.0,1.5384615384615385,0.03663270484653337
Léo Pereira,Flamengo,50.33580032187827,"R$ 57.510.000,00",0.0,0.0766,0.0,1.0,0.042797968000000006,0.0,1.1666666666666667,41.285714285714285,7.014285714285714,0.0,1.3636363636363635,3.9615384615384617,2.142857142857143,1.0,3.3076923076923075,1.0,189.0,28.0,9.392857142857142,1.0,0.0,2.782608695652174,1.5,1.2,1.0,0.0,0.0,0.0,0.0,1.0,Brasileirão Série A,D,Brazil,49.107142857142854,6.892857142857143,2098.0,59.67857142857143,1.875,3.4583333333333335,1.9444444444444444,1.9166666666666667,1.6666666666666667,1.2222222222222223,1.0,1.25,1.4285714285714286,0.061073931987816674
Maguinho,Atlético Goianiense,29.712871848168092,"R$ 1.917.000,00",0.0,0.04794444444444444,1.0,1.0,0.07699015111111111,0.1,1.6470588235294117,23.0,6.7714285714285705,1.0,1.4,4.473684210526316,1.8666666666666667,1.2307692307692308,1.9230769230769231,2.0,175.0,32.0,12.571428571428571,1.25,0.0,4.578947368421052,2.2857142857142856,1.1666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,Brasileirão Série A,D,Brazil,29.0,3.8,1547.0,48.54545454545455,1.9230769230769231,2.1538461538461537,2.6153846153846154,3.2222222222222223,1.2,1.6428571428571428,1.5,1.1111111111111112,1.4545454545454546,-0.31439608379946876
Maicon,Vasco,69.15562756583267,"R$ 1.597.500,00",1.0,0.1676,1.0,0.0,0.04033039764705883,0.0,1.0,33.733333333333334,7.016129032258065,0.0,1.1,4.419354838709677,3.107142857142857,0.0,6.3,1.0,191.0,36.0,8.866666666666667,1.0,1.0,2.75,1.3,1.4166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,Brasileirão Série A,D,Brazil,41.7,11.0,2524.0,52.38709677419355,1.7916666666666667,5.580645161290323,1.8571428571428572,1.8333333333333333,1.8666666666666667,1.0,1.0,1.0,1.8235294117647058,0.40371590164840804
