campeonato,team_name,name,position,country,valor_mercado_mais_recente(R$),height,age,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,goals,minutesPlayed,rating,touches,possessionLostCtrl,expectedGoals,expectedAssists,aerialLost,aerialWon,duelLost,duelWon,onTargetScoringAttempt,totalClearance,totalTackle,wasFouled,fouls,totalCross,accurateCross,outfielderBlock,goodHighClaim,savedShotsFromInsideTheBox,saves,challengeLost,totalContest,wonContest,bigChanceMissed,shotOffTarget,interceptionWon,keyPass,dispossessed,blockedScoringAttempt,bigChanceCreated,penaltyWon,totalOffside,goalsPrevented,penaltyConceded,score_total,score_normalizado
Brasileirão Série A,Vitória,Alerrandro,F,Brazil,"R$ 19.170.000,00",176.0,24.0,12.928571428571429,9.357142857142858,1.1666666666666667,1.1666666666666667,0.20833333333333334,1.1666666666666667,1801.0,7.0,22.178571428571427,6.615384615384615,0.30445500000000003,0.0479973945,2.909090909090909,2.0625,4.607142857142857,3.6923076923076925,1.2666666666666666,1.3636363636363635,1.2142857142857142,2.2222222222222223,1.4375,1.25,0.0,1.0,0.0,0.0,0.0,1.1818181818181819,1.0714285714285714,1.1666666666666667,1.0,1.2307692307692308,1.3333333333333333,1.2222222222222223,1.5714285714285714,1.2727272727272727,1.0,0.0,1.0,0.0,1.0,0.29118537625823243,65.92078382757754
Brasileirão Série B,CRB,Anselmo Ramon,F,Brazil,"R$ 958.500,00",182.0,36.0,21.53125,15.96875,2.7096774193548385,2.0,0.03571428571428571,1.0,2488.0,6.978125,30.8125,9.15625,0.0,0.0,1.826086956521739,1.75,3.6129032258064515,3.1379310344827585,1.2142857142857142,1.4166666666666667,1.2857142857142858,1.875,1.3157894736842106,1.7142857142857142,1.2,1.0,0.0,0.0,0.0,1.1111111111111112,1.4666666666666666,1.0,1.0,1.3157894736842106,1.0,1.619047619047619,1.5,1.0,1.0,0.0,1.1428571428571428,0.0,0.0,-0.407594015801303,18.69137655425801
Brasileirão Série B,Ceará,Aylon,F,Brazil,"R$ 2.236.500,00",180.0,32.0,16.903225806451612,12.774193548387096,1.5263157894736843,1.1666666666666667,0.07692307692307693,1.125,2203.0,7.041935483870968,28.06451612903226,7.870967741935484,0.0,0.0,3.037037037037037,1.6363636363636365,5.67741935483871,3.8620689655172415,1.55,1.0,2.0,1.631578947368421,1.7727272727272727,1.6,1.0,1.0,0.0,0.0,0.0,1.3846153846153846,1.5,1.125,1.0,1.6153846153846154,1.2307692307692308,1.4,1.2777777777777777,1.1818181818181819,1.0,0.0,1.0,0.0,0.0,-0.10634659402161951,39.05221909618854
Brasileirão Série B,Guarani,Caio Dantas,F,Brazil,"R$ 1.917.000,00",177.0,31.0,11.88888888888889,8.851851851851851,1.3846153846153846,1.0,0.08333333333333333,1.375,2095.0,6.988888888888888,23.962962962962962,8.72,0.0,0.0,3.217391304347826,1.5625,5.666666666666667,4.166666666666667,1.3846153846153846,1.375,1.125,2.5714285714285716,1.7272727272727273,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.3,1.4444444444444444,1.3333333333333333,1.4166666666666667,1.125,1.588235294117647,2.0,1.3,0.0,1.0,1.0,0.0,0.0,-0.23495293393696848,30.359917527461842
Brasileirão Série A,Cuiabá,Clayson,F,Brazil,"R$ 6.390.000,00",166.0,29.0,18.8,15.541666666666666,2.0555555555555554,1.6428571428571428,0.0,1.3333333333333333,1467.0,6.76,32.04,10.2,0.13464285714285715,0.08009651722222222,1.0,1.0,3.96,2.375,1.5,1.8333333333333333,1.125,1.7222222222222223,1.2307692307692308,3.142857142857143,1.2857142857142858,1.0,0.0,0.0,0.0,1.4705882352941178,2.526315789473684,1.5,1.0,1.1428571428571428,1.1666666666666667,1.3333333333333333,1.2857142857142858,1.7142857142857142,1.0,1.0,1.0,0.0,0.0,0.05309539947996814,49.82865431040113
Brasileirão Série B,Mirassol,Dellatorre,F,Brazil,"R$ 2.875.500,00",186.0,32.0,12.0,8.481481481481481,1.5333333333333334,1.3333333333333333,0.08695652173913043,1.0,2074.0,6.948148148148148,19.88888888888889,6.185185185185185,0.0,0.0,2.2222222222222223,1.3571428571428572,3.12,2.5,1.5263157894736843,1.3333333333333333,1.2,1.3157894736842106,1.625,1.4,1.0,1.0,0.0,0.0,0.0,1.0,1.75,1.2857142857142858,1.1666666666666667,1.4444444444444444,1.0,1.125,1.3333333333333333,1.0,0.0,0.0,1.5333333333333334,0.0,0.0,-0.4149550626547284,18.193854898998897
Brasileirão Série B,Botafogo-SP,Douglas Baggio,F,Brazil,"R$ 4.792.500,00",172.0,29.0,21.2,16.766666666666666,1.6111111111111112,1.2857142857142858,0.1111111111111111,1.0,2334.0,7.013333333333334,40.733333333333334,13.5,0.0,0.0,1.8,1.4166666666666667,5.9655172413793105,5.758620689655173,1.3636363636363635,1.5,1.3157894736842106,3.689655172413793,1.7826086956521738,5.7,1.9523809523809523,1.0,0.0,0.0,0.0,1.4545454545454546,2.3333333333333335,1.5,1.0,1.4285714285714286,1.0,2.1904761904761907,1.8,1.3571428571428572,1.3333333333333333,0.0,1.0,0.0,0.0,-0.11569863973735815,38.420128938741975
Brasileirão Série A,Red Bull Bragantino,Eduardo Sasha,F,Brazil,"R$ 11.502.000,00",173.0,32.0,17.714285714285715,12.19047619047619,1.625,1.3333333333333333,0.25,1.0,1516.0,6.9714285714285715,27.571428571428573,8.904761904761905,0.21515,0.09079314894736842,4.05,2.6,6.3,4.380952380952381,1.5,1.1,1.0,1.9230769230769231,1.6,1.375,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.4285714285714286,1.25,1.4,1.3333333333333333,1.8,1.5,1.0,1.5,0.0,1.0,0.0,0.0,0.060566682900173294,50.33362668296533
Brasileirão Série B,Ponte Preta,Elvis,F,Brazil,"R$ 2.236.500,00",172.0,34.0,34.5,26.73076923076923,4.8,3.5416666666666665,0.16666666666666666,1.0,1941.0,7.176923076923076,46.53846153846154,14.038461538461538,0.0,0.0,1.4444444444444444,1.0,2.6956521739130435,2.3,1.4,1.0,1.8333333333333333,1.6153846153846154,1.5263157894736843,6.28,2.1363636363636362,0.0,0.0,0.0,0.0,2.0,1.5,1.1428571428571428,2.0,1.5,1.0,3.0434782608695654,1.3636363636363635,1.0,1.0,0.0,0.0,0.0,0.0,-0.09900343013291037,39.54853206980444
Brasileirão Série A,Juventude,Erick Farias,F,Brazil,"R$ 8.307.000,00",172.0,27.0,15.181818181818182,11.969696969696969,1.3157894736842106,1.1538461538461537,0.1,1.0,2219.0,6.787878787878788,24.333333333333332,6.40625,0.19574117647058822,0.09174069625,1.875,1.3125,3.4827586206896552,2.6875,1.3076923076923077,1.3333333333333333,1.5294117647058822,1.1538461538461537,1.4166666666666667,1.5714285714285714,1.0,1.0,0.0,0.0,0.0,1.2,1.8636363636363635,1.7142857142857142,1.0,1.0,1.25,1.3333333333333333,1.8571428571428572,1.2,1.0,0.0,1.2,0.0,0.0,-0.1337197769198117,37.20210843443102
Brasileirão Série A,Bahia,Everaldo,F,Brazil,"R$ 4.153.500,00",181.0,33.0,13.969696969696969,10.363636363636363,1.2857142857142858,1.125,0.07692307692307693,1.0,2150.0,6.890909090909091,24.545454545454547,8.09375,0.242348,0.05079844956521739,1.565217391304348,2.3333333333333335,4.40625,4.161290322580645,1.7142857142857142,1.25,1.5333333333333334,1.8,1.5789473684210527,1.7272727272727273,1.2857142857142858,1.0,0.0,0.0,0.0,1.3333333333333333,1.8095238095238095,1.25,1.125,1.2,1.0,1.2222222222222223,1.6363636363636365,1.1666666666666667,1.0,0.0,1.0,0.0,0.0,-0.10408089902287687,39.205353881027214
Brasileirão Série B,Mirassol,Fernandinho,F,Brazil,"R$ 2.556.000,00",174.0,27.0,18.11111111111111,14.555555555555555,1.3333333333333333,1.1,0.08695652173913043,1.0,1986.0,6.988888888888888,38.51851851851852,12.25925925925926,0.0,0.0,1.5833333333333333,1.3333333333333333,6.407407407407407,7.074074074074074,1.3333333333333333,1.0,1.8571428571428572,3.3181818181818183,1.894736842105263,2.2,1.1428571428571428,0.0,0.0,0.0,0.0,1.1666666666666667,5.538461538461538,3.0454545454545454,1.0,1.1,1.1818181818181819,1.5,1.9473684210526316,1.1111111111111112,1.3333333333333333,1.0,1.2857142857142858,0.0,0.0,-0.1518079727373898,35.97955554175045
Brasileirão Série B,Ponte Preta,Gabriel Novaes,F,Brazil,"R$ 7.668.000,00",182.0,25.0,18.333333333333332,15.142857142857142,1.6666666666666667,1.5,0.16666666666666666,1.25,1613.0,7.104761904761904,32.523809523809526,8.80952380952381,0.0,0.0,2.111111111111111,1.9230769230769231,5.714285714285714,4.761904761904762,1.4,1.8333333333333333,1.5294117647058822,2.066666666666667,1.8333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.3333333333333333,2.411764705882353,1.3846153846153846,1.0,1.5555555555555556,1.2,1.5333333333333334,2.2,1.1666666666666667,1.0,1.0,1.1666666666666667,0.0,0.0,0.16653332337863683,57.495746341062485
Brasileirão Série B,Sport Recife,Gustavo Coutinho,F,Brazil,"R$ 11.502.000,00",182.0,25.0,13.533333333333333,9.9,1.6,1.25,0.07692307692307693,1.0,1993.0,6.83,23.266666666666666,7.413793103448276,0.0,0.0,3.16,2.0833333333333335,5.2,3.8275862068965516,1.4375,1.2222222222222223,1.5833333333333333,1.6666666666666667,1.6363636363636365,1.0,1.0,1.0,0.0,0.0,0.0,1.6666666666666667,1.6875,1.75,1.4285714285714286,1.6666666666666667,1.0,1.1538461538461537,1.6,1.5555555555555556,1.0,0.0,1.25,0.0,0.0,-0.2819204687245096,27.18545523748694
Brasileirão Série B,Vila Nova FC,Henrique Almeida,F,Brazil,"R$ 1.917.000,00",177.0,33.0,11.4,7.92,1.7,1.0,0.043478260869565216,1.0,1530.0,6.803999999999999,19.48,6.52,0.0,0.0,2.3529411764705883,1.5,4.208333333333333,2.65,1.25,1.3333333333333333,1.3333333333333333,1.6,2.0588235294117645,1.3,1.0,1.0,0.0,0.0,0.0,1.0,1.5,1.2,1.0,1.0909090909090908,1.0,1.1,1.5,1.1428571428571428,1.0,0.0,1.3333333333333333,0.0,0.0,-0.551227851560953,8.983390021730694
Brasileirão Série A,Atlético Mineiro,Hulk,F,Brazil,"R$ 11.502.000,00",180.0,38.0,24.565217391304348,19.17391304347826,1.8333333333333333,1.6666666666666667,0.25,1.4285714285714286,1831.0,7.2956521739130435,43.95652173913044,13.434782608695652,0.48781176470588233,0.12182539000000002,1.5714285714285714,1.4,7.428571428571429,5.909090909090909,1.6,1.3076923076923077,1.5,3.1904761904761907,1.7857142857142858,1.7857142857142858,1.0,2.0,0.0,0.0,0.0,1.6,3.6842105263157894,2.0,1.0,1.7333333333333334,1.0,2.1538461538461537,3.25,1.5625,1.0,1.0,1.3333333333333333,0.0,0.0,0.44530340361655907,76.3373804888123
Brasileirão Série A,Cuiabá,Isidro Pitta,F,Paraguay,"R$ 31.950.000,00",183.0,25.0,16.444444444444443,11.518518518518519,1.1666666666666667,1.0,0.041666666666666664,1.1666666666666667,2192.0,6.877777777777777,27.666666666666668,9.703703703703704,0.4026727272727273,0.05421416142857144,2.0476190476190474,2.0952380952380953,4.7407407407407405,3.48,1.7857142857142858,1.3846153846153846,1.0,1.588235294117647,1.3529411764705883,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.8421052631578947,1.2,1.1111111111111112,1.631578947368421,1.0,1.5294117647058822,1.75,1.0,1.0,1.0,1.4705882352941178,0.0,0.0,0.2759240047299051,64.88929157172205
Brasileirão Série A,São Paulo,Jonathan Calleri,F,Argentina,"R$ 22.365.000,00",181.0,31.0,15.555555555555555,10.777777777777779,1.4285714285714286,1.0,0.08333333333333333,1.0,2145.0,7.028571428571429,27.071428571428573,9.035714285714286,0.23121,0.06177375421052631,3.0,2.9130434782608696,6.24,5.444444444444445,1.25,1.6428571428571428,1.0,2.25,2.0,1.7777777777777777,1.3333333333333333,1.0,0.0,0.0,0.0,1.0,1.5294117647058822,1.2727272727272727,1.3333333333333333,1.5384615384615385,1.0,1.5,1.7222222222222223,1.0909090909090908,1.0,1.0,1.588235294117647,0.0,0.0,-0.11001448219061319,38.80431226588575
Brasileirão Série A,Athletico,Julimar,F,Brazil,"R$ 2.556.000,00",188.0,23.0,16.62962962962963,13.222222222222221,1.3076923076923077,1.25,0.041666666666666664,1.0,1428.0,6.953571428571428,28.178571428571427,7.518518518518518,0.20762380952380952,0.07996052772727273,2.0526315789473686,2.142857142857143,4.538461538461538,4.269230769230769,1.4,1.75,1.6875,1.1111111111111112,1.5625,1.95,1.0,1.0,0.0,0.0,0.0,1.0,2.24,1.380952380952381,1.2,1.3076923076923077,1.4444444444444444,1.3333333333333333,1.5384615384615385,1.4166666666666667,1.0,1.0,1.0,0.0,0.0,0.1719365588927767,57.86094258696041
Brasileirão Série A,Botafogo,Júnior Santos,F,Brazil,"R$ 25.560.000,00",188.0,30.0,14.842105263157896,10.894736842105264,1.3333333333333333,1.25,0.07142857142857142,1.0,1455.0,6.9,28.9,10.15,0.38719285714285717,0.10509586428571428,2.2142857142857144,2.0714285714285716,5.5,4.55,1.5,1.0,1.8571428571428572,1.6666666666666667,1.2857142857142858,1.7272727272727273,1.0,1.0,0.0,0.0,0.0,1.3333333333333333,2.9473684210526314,1.8125,1.375,1.5555555555555556,1.0,1.8,1.8571428571428572,1.3333333333333333,1.0,0.0,2.0,0.0,0.0,-0.045558583487099305,43.1607857475432
Brasileirão Série A,Cruzeiro,Matheus Pereira,F,Brazil,"R$ 54.315.000,00",175.0,28.0,42.65384615384615,35.03846153846154,2.8333333333333335,2.0,0.23809523809523808,1.0,2205.0,7.546153846153846,62.26923076923077,16.23076923076923,0.155672,0.15624563846153847,1.5333333333333334,1.2857142857142858,4.44,5.461538461538462,1.2,1.0,1.5384615384615385,3.25,1.7333333333333334,5.28,2.0,1.0,0.0,0.0,0.0,1.7777777777777777,2.4583333333333335,2.0588235294117645,1.0,1.5625,1.0,2.6818181818181817,1.75,1.0909090909090908,1.0,0.0,1.0,0.0,0.0,0.5819594517046552,85.57374925534447
Brasileirão Série B,Ponte Preta,Matheus Régis,F,Brazil,"R$ 2.556.000,00",181.0,25.0,14.0,10.791666666666666,2.0,1.125,0.047619047619047616,1.0,1393.0,6.929166666666667,26.166666666666668,8.391304347826088,0.0,0.0,1.5,1.0,4.238095238095238,3.95,1.6,1.25,1.8333333333333333,1.5,1.5454545454545454,1.7058823529411764,1.25,2.0,0.0,0.0,0.0,1.5,2.85,2.0,0.0,1.5333333333333334,1.4,1.5454545454545454,1.6363636363636365,1.25,0.0,0.0,1.0,0.0,0.0,-0.1188544364430862,38.20683357030339
Brasileirão Série B,Novorizontino,Neto Pessoa,F,Brazil,"R$ 1.597.500,00",181.0,30.0,12.724137931034482,7.482758620689655,1.7619047619047619,1.1818181818181819,0.08,1.3333333333333333,1760.0,6.858620689655172,22.0,8.241379310344827,0.0,0.0,2.375,2.25,4.62962962962963,3.857142857142857,1.5,1.625,1.4615384615384615,1.6666666666666667,1.8333333333333333,1.625,1.25,2.0,0.0,0.0,0.0,1.125,1.25,1.0,1.0,1.5333333333333334,1.0,1.1666666666666667,1.1176470588235294,1.0,1.0,0.0,1.3333333333333333,0.0,0.0,-0.08340417960798285,40.60286103910749
Brasileirão Série B,Paysandu SC,Nicolas,F,Brazil,"R$ 1.597.500,00",181.0,35.0,15.375,11.25,1.6,1.375,0.043478260869565216,1.0,1969.0,6.82,23.84,6.8,0.0,0.0,3.4761904761904763,2.652173913043478,4.64,5.0,1.0666666666666667,1.4666666666666666,1.25,1.9090909090909092,1.5,1.0,1.0,1.6666666666666667,0.0,0.0,0.0,1.4,1.875,1.1666666666666667,1.6,1.2142857142857142,1.5,1.3076923076923077,1.4,1.0,0.0,1.0,1.0,0.0,0.0,-0.6841409703238229,0.0
Brasileirão Série A,Vasco,Pablo Vegetti,F,Argentina,"R$ 4.792.500,00",187.0,35.0,16.242424242424242,9.909090909090908,1.5833333333333333,1.25,0.038461538461538464,1.0833333333333333,2894.0,7.124242424242424,30.636363636363637,10.666666666666666,0.41650800000000004,0.036929786666666665,5.575757575757576,5.0,8.666666666666666,7.636363636363637,1.5217391304347827,1.9166666666666667,1.2666666666666666,2.533333333333333,1.6521739130434783,1.4545454545454546,1.0,1.0,0.0,0.0,0.0,1.2142857142857142,1.4166666666666667,1.0,1.375,1.9615384615384615,1.0,1.1538461538461537,1.5416666666666667,1.4545454545454546,1.0,1.0,1.5,0.0,0.0,0.04565944054572926,49.32606946464923
Brasileirão Série A,Atlético Mineiro,Paulinho,F,Brazil,"R$ 108.630.000,00",175.0,24.0,34.06896551724138,29.517241379310345,1.8823529411764706,1.4285714285714286,0.041666666666666664,1.0,2373.0,7.086206896551724,46.6551724137931,9.655172413793103,0.3163142857142857,0.07671770454545454,2.0,1.2727272727272727,4.379310344827586,3.962962962962963,1.4375,1.2857142857142858,1.5263157894736843,1.411764705882353,1.4545454545454546,1.25,1.0,1.0,0.0,0.0,0.0,1.2727272727272727,2.72,2.0,1.1111111111111112,1.4444444444444444,1.25,1.619047619047619,1.9047619047619047,1.5714285714285714,1.0,1.0,1.2857142857142858,0.0,0.0,0.30930838308532793,67.14568954199952
Brasileirão Série A,Flamengo,Pedro,F,Brazil,"R$ 146.970.000,00",186.0,27.0,13.32,10.08,1.5,1.4,0.2631578947368421,1.0,2012.0,7.244,26.24,7.44,0.5621368421052632,0.13045554833333334,2.3,1.9523809523809523,4.75,4.24,1.6842105263157894,1.5,1.3076923076923077,1.9411764705882353,1.1333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.466666666666667,1.3333333333333333,1.2857142857142858,1.5833333333333333,1.2,2.1818181818181817,1.588235294117647,1.1111111111111112,1.0,1.0,1.0,0.0,0.0,0.7954020356166401,100.0
Brasileirão Série B,Novorizontino,Rodolfo,F,Brazil,"R$ 3.834.000,00",182.0,32.0,8.4,5.12,1.5,1.4,0.09090909090909091,1.0,1396.0,6.84,16.8,7.5,0.0,0.0,2.6842105263157894,1.25,4.434782608695652,2.9473684210526314,1.2222222222222223,1.0,1.3333333333333333,1.75,1.6666666666666667,2.2,1.0,1.0,0.0,0.0,0.0,1.0,1.6153846153846154,1.0,1.0,1.6428571428571428,1.0,1.5,1.8571428571428572,1.0,1.3333333333333333,1.0,1.25,0.0,0.0,-0.3924159048141082,19.717241360232133
Brasileirão Série B,Operário-PR,Rodrigo,F,Brazil,"R$ 958.500,00",178.0,24.0,24.727272727272727,19.727272727272727,1.625,1.3333333333333333,0.09090909090909091,1.0,1669.0,7.013636363636365,40.86363636363637,11.954545454545455,0.0,0.0,1.9411764705882353,1.1666666666666667,6.363636363636363,4.136363636363637,1.9090909090909092,1.1428571428571428,1.5333333333333334,1.8888888888888888,1.7857142857142858,1.4444444444444444,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,3.4705882352941178,2.076923076923077,1.0,1.2727272727272727,1.0,1.9375,2.3157894736842106,1.1176470588235294,1.0,0.0,1.0,0.0,0.0,-0.04677501398212583,43.07856911104514
Brasileirão Série A,Palmeiras,Rony,F,Brazil,"R$ 57.510.000,00",167.0,29.0,8.0,6.655172413793103,1.25,1.0,0.0625,1.0,1668.0,6.89375,16.3125,4.933333333333334,0.33531818181818185,0.08905266666666667,2.1785714285714284,1.6666666666666667,4.275862068965517,2.8333333333333335,1.4444444444444444,1.2,1.6363636363636365,1.6,1.6666666666666667,2.0555555555555554,1.1428571428571428,1.0,0.0,0.0,0.0,1.1428571428571428,1.3125,1.25,1.0,1.5,2.0,1.6875,1.5384615384615385,1.0909090909090908,1.2,0.0,1.6363636363636365,0.0,0.0,0.05134990424041175,49.710679014478806
Brasileirão Série B,Ceará,Saulo Mineiro,F,Brazil,"R$ 2.236.500,00",180.0,27.0,10.64,7.583333333333333,1.3333333333333333,1.125,0.17391304347826086,1.5,1755.0,7.032,22.76,7.92,0.0,0.0,2.8,2.142857142857143,6.25,4.041666666666667,1.7857142857142858,1.4166666666666667,1.2,1.5384615384615385,2.4285714285714284,2.0588235294117645,1.2,1.0,0.0,0.0,0.0,1.0,2.5294117647058822,1.75,1.0,2.066666666666667,1.0,1.3333333333333333,1.6666666666666667,1.5555555555555556,1.0,0.0,1.0,0.0,0.0,0.2880225089453367,65.70701056784824
Brasileirão Série A,Bahia,Thaciano,F,Brazil,"R$ 12.780.000,00",182.0,29.0,15.823529411764707,13.696969696969697,1.5263157894736843,1.2727272727272727,0.07407407407407407,1.1666666666666667,2378.0,7.008823529411765,23.88235294117647,4.838709677419355,0.19751666666666667,0.04470069148148149,2.076923076923077,1.95,3.65625,2.838709677419355,1.1333333333333333,1.6470588235294117,1.3846153846153846,1.4666666666666666,1.8461538461538463,1.3,1.0,1.0,0.0,0.0,0.0,1.3076923076923077,1.3333333333333333,1.0,1.0,1.3333333333333333,1.6,1.2352941176470589,1.7142857142857142,1.125,1.0,0.0,1.5,0.0,0.0,-0.009919740073983505,45.56955948849046
Brasileirão Série B,Goiás,Thiago Galhardo,F,Brazil,"R$ 5.112.000,00",182.0,35.0,15.74074074074074,11.384615384615385,2.0588235294117645,1.7,0.13043478260869565,1.5,1924.0,6.996296296296297,26.962962962962962,9.653846153846153,0.0,0.0,2.4375,1.2857142857142858,4.48,3.0384615384615383,1.4705882352941178,1.25,1.2,2.1052631578947367,1.2142857142857142,1.625,1.3333333333333333,1.0,0.0,0.0,0.0,1.1111111111111112,1.9444444444444444,1.6363636363636365,1.0,1.5,1.0,1.3529411764705883,1.8125,1.125,1.0,1.0,1.0,0.0,0.0,0.022165300967195073,47.738137279900045
Brasileirão Série A,Red Bull Bragantino,Vitinho,F,Brazil,"R$ 44.730.000,00",181.0,25.0,18.06896551724138,13.724137931034482,1.9130434782608696,1.5333333333333334,0.125,1.0,1622.0,7.0,32.03448275862069,10.068965517241379,0.15806842105263158,0.12089029863636364,1.95,1.6666666666666667,3.5714285714285716,3.1538461538461537,1.1538461538461537,1.9090909090909092,1.588235294117647,1.3125,1.5625,4.222222222222222,1.8333333333333333,1.0,0.0,0.0,0.0,1.3333333333333333,1.4736842105263157,1.1666666666666667,1.1666666666666667,1.2857142857142858,1.25,2.0,1.2,1.0,1.0,0.0,1.3333333333333333,0.0,0.0,0.1082628155988533,53.55733376732697
Brasileirão Série B,Novorizontino,Waguininho,F,Brazil,"R$ 1.597.500,00",178.0,34.0,16.333333333333332,11.91304347826087,2.4705882352941178,1.7272727272727273,0.09523809523809523,1.3333333333333333,1644.0,6.8125,31.625,10.916666666666666,0.0,0.0,2.2777777777777777,2.1578947368421053,5.086956521739131,4.478260869565218,1.125,1.3571428571428572,1.3333333333333333,2.1052631578947367,1.8,2.05,1.0,1.0,0.0,0.0,0.0,1.3333333333333333,1.6111111111111112,1.4285714285714286,1.0,1.1,1.0,1.4444444444444444,1.6,1.0,1.0,0.0,1.5,0.0,0.0,-0.39192495927634696,19.7504236020318
Brasileirão Série A,Criciúma,Yannick Bolasie,F,DR Congo,"R$ 1.597.500,00",185.0,35.0,13.296296296296296,9.814814814814815,1.3333333333333333,1.4285714285714286,0.125,1.5,1922.0,7.011111111111112,26.37037037037037,9.407407407407407,0.3273761904761905,0.0566020125,2.1904761904761907,1.5,5.076923076923077,3.6538461538461537,1.8666666666666667,1.25,1.411764705882353,1.5384615384615385,1.6470588235294117,1.9130434782608696,1.25,1.0,0.0,0.0,0.0,1.3333333333333333,2.227272727272727,1.5,1.3333333333333333,1.4444444444444444,1.0,1.5555555555555556,1.5555555555555556,1.25,1.0,0.0,1.8571428571428572,0.0,0.0,0.2767455780713896,64.94482043017265
Brasileirão Série A,Corinthians,Yuri Alberto,F,Brazil,"R$ 70.290.000,00",183.0,23.0,13.785714285714286,10.071428571428571,1.7142857142857142,1.5,0.16,1.2857142857142858,2089.0,7.042857142857143,25.607142857142858,8.107142857142858,0.27309047619047616,0.06331959736842105,2.9615384615384617,1.9523809523809523,5.714285714285714,4.153846153846154,1.7058823529411764,1.1666666666666667,1.125,2.210526315789474,2.0,1.125,2.0,1.0,0.0,0.0,0.0,1.0,2.4375,1.4545454545454546,1.0,1.625,2.0,1.411764705882353,1.7058823529411764,1.3846153846153846,1.0,0.0,1.3,0.0,0.0,0.5176273030381215,81.22563984532829
Brasileirão Série A,Corinthians,Ángel Romero,F,Paraguay,"R$ 9.585.000,00",177.0,32.0,19.821428571428573,15.428571428571429,1.75,1.2222222222222223,0.0,1.2,1863.0,6.953571428571428,33.92857142857143,10.107142857142858,0.29393888888888886,0.09566435263157895,1.8095238095238095,1.4736842105263157,4.928571428571429,4.321428571428571,1.4666666666666666,1.25,1.1666666666666667,2.125,1.4615384615384615,2.28,1.2,0.0,0.0,0.0,0.0,1.5,2.8,2.1538461538461537,1.2,1.2666666666666666,1.0,1.125,1.6666666666666667,1.375,1.0,1.0,1.1666666666666667,0.0,0.0,0.023268444379686292,47.81269701949952
"Copa Libertadores, Group F",San Lorenzo,Adam Bareiro,F,Paraguay,"R$ 38.340.000,00",184.0,28.0,19.6,14.2,2.5,1.5,0.0,1.0,422.0,6.779999999999999,35.0,11.4,0.4538666666666667,0.02652491,5.6,4.6,10.8,8.0,3.0,1.2,1.5,3.3333333333333335,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.5,1.5,0.0,1.3333333333333333,1.25,1.0,1.0,0.0,3.0,0.0,0.0,0.2017885412410223,62.700269956487396
"Copa Sudamericana, Group H",Racing Club,Adrián Martínez,F,Argentina,"R$ 22.365.000,00",181.0,32.0,17.0,12.0,1.4285714285714286,1.25,0.375,1.125,828.0,7.76,30.7,9.2,0.0,0.0,3.111111111111111,1.3333333333333333,6.3,3.1,1.8,1.25,1.0,1.375,2.25,1.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.7142857142857142,1.2,1.0,1.4,1.0,2.0,1.6,1.6666666666666667,1.0,1.0,1.1666666666666667,0.0,0.0,0.31123527557436026,70.36724009989413
"Copa Libertadores, Group D",LDU,Alex Arce,F,Paraguay,"R$ 25.560.000,00",187.0,29.0,14.0,9.0,2.0,1.0,0.25,1.0,691.0,7.425,28.875,10.25,0.41955000000000003,0.098175598,4.75,4.5,7.875,6.625,1.25,1.0,1.3333333333333333,2.5,1.5714285714285714,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.2,1.3333333333333333,1.0,2.4285714285714284,1.0,1.4,1.5714285714285714,1.6666666666666667,0.0,0.0,2.6666666666666665,0.0,0.0,0.16786222949858917,60.323661638390575
"Copa Libertadores, Group F",San Lorenzo,Alexis Cuello,F,Argentina,"R$ 12.780.000,00",171.0,24.0,16.4,9.8,1.0,1.0,0.2,1.0,440.0,7.06,32.333333333333336,16.6,0.3002,0.03366992,5.5,2.2,9.833333333333334,5.8,1.25,1.25,1.3333333333333333,2.0,2.6,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.5,2.6666666666666665,1.0,1.5,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,-0.2381724652582878,31.88009134046901
"Copa Sudamericana, Group H",Coquimbo Unido,Andrés Chávez,F,Argentina,"R$ 1.757.250,00",184.0,33.0,14.5,6.166666666666667,1.3333333333333333,1.0,0.0,1.0,488.0,6.7,28.333333333333332,13.833333333333334,0.0,0.0,4.833333333333333,3.5,8.0,4.833333333333333,2.3333333333333335,1.0,1.0,1.6666666666666667,2.5,1.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,2.0,1.6666666666666667,0.0,1.0,2.5,1.5,0.0,0.0,2.0,0.0,0.0,-0.6158718108612217,5.421470865761253
