campeonato,team_name,name,position,country,valor_mercado_mais_recente(R$),height,age,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,goals,minutesPlayed,rating,touches,possessionLostCtrl,expectedGoals,expectedAssists,aerialLost,aerialWon,duelLost,duelWon,onTargetScoringAttempt,totalClearance,totalTackle,wasFouled,fouls,totalCross,accurateCross,outfielderBlock,goodHighClaim,savedShotsFromInsideTheBox,saves,challengeLost,totalContest,wonContest,bigChanceMissed,shotOffTarget,interceptionWon,keyPass,dispossessed,blockedScoringAttempt,bigChanceCreated,penaltyWon,totalOffside,goalsPrevented,penaltyConceded,score_total,score_normalizado
Brasileirão Série B,Brusque,Ianson,D,Brazil,"R$ 639.000,00",187.0,29.0,38.7,32.65,6.85,3.789473684210526,0.0,1.0,1716.0,7.0200000000000005,50.55,7.2631578947368425,0.0,0.0,1.4166666666666667,2.5625,2.4444444444444446,4.611111111111111,1.0,5.315789473684211,2.6923076923076925,1.0,1.3,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.375,1.0,1.0,0.0,1.0,1.9333333333333333,1.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.36472466078336885,67.01400896074955
Brasileirão Série A,São Paulo,Igor Vinícius,D,Brazil,"R$ 15.975.000,00",173.0,27.0,44.65217391304348,39.69565217391305,2.3043478260869565,1.4736842105263157,0.10526315789473684,0.0,1739.0,6.856521739130434,65.3913043478261,11.130434782608695,0.2601,0.10469863238095238,1.3636363636363635,1.1428571428571428,4.1,4.333333333333333,1.0,2.3333333333333335,2.7333333333333334,1.7333333333333334,1.3636363636363635,3.7142857142857144,2.1666666666666665,0.0,0.0,0.0,0.0,1.3636363636363635,2.533333333333333,1.7777777777777777,1.5,1.0,1.25,1.588235294117647,1.6666666666666667,1.0,1.0,0.0,1.0,0.0,1.0,-0.44494758262961387,22.54224807182097
Brasileirão Série B,Guarani,Jefferson,D,Brazil,"R$ 3.195.000,00",176.0,27.0,39.22727272727273,30.272727272727273,7.35,3.388888888888889,0.05263157894736842,0.0,1658.0,6.828571428571429,60.04545454545455,15.619047619047619,0.0,0.0,1.5,1.5,2.75,3.263157894736842,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.7142857142857142,1.5833333333333333,4.0,1.5,1.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,1.5,0.0,1.3,1.5,2.3333333333333335,1.5,1.0,1.0,0.0,1.0,0.0,0.0,-0.4288176729295016,23.428193580240137
Brasileirão Série A,Palmeiras,Joaquín Piquerez,D,Uruguay,"R$ 83.070.000,00",183.0,26.0,35.72222222222222,29.88888888888889,4.277777777777778,2.6,0.0,1.0,1431.0,7.105555555555556,58.388888888888886,11.61111111111111,0.15416153846153843,0.10684522,1.1666666666666667,1.5555555555555556,2.9411764705882355,4.4375,1.1666666666666667,2.0,2.3076923076923075,1.5384615384615385,1.2222222222222223,4.611111111111111,1.3333333333333333,1.0,0.0,0.0,0.0,1.4615384615384615,1.4545454545454546,1.0,1.0,1.6,1.5,1.8181818181818181,2.0,1.2222222222222223,1.0,0.0,0.0,0.0,0.0,0.0009875210279904258,47.03551613575441
Brasileirão Série A,Juventude,João Lucas,D,Brazil,"R$ 10.863.000,00",181.0,26.0,33.84615384615385,25.23076923076923,5.1923076923076925,2.3636363636363638,0.13043478260869565,1.0,2213.0,7.123076923076923,59.96153846153846,17.076923076923077,0.059669230769230766,0.16535987400000002,1.25,1.6,3.6538461538461537,6.12,1.0,2.0454545454545454,3.260869565217391,1.5,1.7777777777777777,4.04,1.7058823529411764,1.1,0.0,0.0,0.0,1.2777777777777777,1.8888888888888888,1.9230769230769231,0.0,1.25,1.7222222222222223,1.5789473684210527,1.3333333333333333,1.0,1.4,0.0,1.0,0.0,1.0,0.20611592636997556,58.30232374600739
Brasileirão Série A,Cruzeiro,João Marcelo,D,Brazil,"R$ 25.560.000,00",189.0,24.0,56.56521739130435,51.69565217391305,4.7727272727272725,3.0,0.1,0.0,2063.0,7.221739130434782,69.56521739130434,5.869565217391305,0.0665375,0.03864805294117647,2.411764705882353,3.3333333333333335,3.45,5.260869565217392,1.0,5.434782608695652,1.8333333333333333,1.25,1.3333333333333333,1.0,0.0,1.9090909090909092,0.0,0.0,0.0,1.0,1.625,1.6,1.0,1.4,1.7777777777777777,1.0,1.2,1.0,1.0,0.0,1.0,0.0,0.0,0.8873016725132351,95.71688237745336
Brasileirão Série A,Grêmio,João Pedro,D,Brazil,"R$ 2.875.500,00",179.0,27.0,36.5,29.346153846153847,3.269230769230769,1.6875,0.09090909090909091,0.0,2194.0,6.846153846153846,58.5,13.26923076923077,0.05555555555555555,0.09839274347826087,1.5625,1.5625,4.190476190476191,4.434782608695652,1.0,2.388888888888889,1.8421052631578947,1.0,1.3333333333333333,2.0,1.2,1.2222222222222223,0.0,0.0,0.0,1.3333333333333333,2.95,2.0,1.0,1.0,1.5555555555555556,1.2,1.2142857142857142,1.0,1.0,0.0,1.0,0.0,2.0,-0.3596233292590909,27.2287367402794
Brasileirão Série B,Mirassol,João Victor,D,Brazil,"R$ 31.950.000,00",188.0,27.0,54.58620689655172,49.06896551724138,6.620689655172414,4.035714285714286,0.038461538461538464,1.0,2520.0,7.093103448275862,62.62068965517241,6.035714285714286,0.0,0.0,1.5,2.6315789473684212,2.25,3.619047619047619,1.0,4.384615384615385,1.375,1.3333333333333333,1.4666666666666666,1.0,1.0,1.75,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.2666666666666666,1.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.46439971605875224,72.4887245149255
Brasileirão Série A,Athletico,Kaique Rocha,D,Brazil,"R$ 19.170.000,00",195.0,23.0,41.903225806451616,37.36666666666667,4.862068965517241,2.5714285714285716,0.038461538461538464,0.0,2665.0,7.109677419354839,53.903225806451616,6.766666666666667,0.14765555555555554,0.03281010476190476,1.7058823529411764,2.888888888888889,2.7142857142857144,4.870967741935484,1.25,5.172413793103448,1.8333333333333333,1.2727272727272727,1.5555555555555556,1.25,1.0,1.2777777777777777,0.0,0.0,0.0,1.3,1.3333333333333333,1.2307692307692308,1.0,1.0,1.5217391304347827,1.3846153846153846,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5908453330896347,79.43383013241204
Brasileirão Série A,Bahia,Kanu,D,Brazil,"R$ 22.365.000,00",186.0,27.0,63.148148148148145,59.22222222222222,4.478260869565218,3.142857142857143,0.0,0.0,2430.0,6.988888888888888,72.70370370370371,4.461538461538462,0.0378,0.012736969999999999,1.8333333333333333,2.238095238095238,2.9583333333333335,3.9615384615384617,1.0,3.9130434782608696,1.8,1.7142857142857142,1.7058823529411764,0.0,0.0,1.6153846153846154,0.0,0.0,0.0,1.1428571428571428,1.0,1.0,0.0,1.3333333333333333,1.5789473684210527,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14759517795617902,55.08803456705616
Brasileirão Série B,Paysandu SC,Kevyn,D,Brazil,"R$ 639.000,00",178.0,26.0,18.44,14.24,2.857142857142857,1.9166666666666667,0.0,1.0,1856.0,6.704,35.4,8.88,0.0,0.0,1.8823529411764706,1.6875,3.5,3.9166666666666665,1.3333333333333333,2.0,1.5714285714285714,2.0526315789473686,1.6428571428571428,1.75,1.0,1.0,0.0,0.0,0.0,1.25,1.4285714285714286,1.2,0.0,1.0,1.2142857142857142,1.0,1.375,1.0,0.0,0.0,1.0,0.0,0.0,-0.6211647586156678,12.863408048924395
Brasileirão Série A,Red Bull Bragantino,Luan Cândido,D,Brazil,"R$ 44.730.000,00",187.0,23.0,36.6,30.4,4.48,2.619047619047619,0.0,1.0,2114.0,6.912000000000001,53.12,9.36,0.11743846153846155,0.013174689285714287,1.8823529411764706,2.869565217391304,4.12,5.0,1.4,4.086956521739131,2.0476190476190474,1.125,2.473684210526316,1.8,0.0,1.5555555555555556,0.0,0.0,0.0,1.4,1.1111111111111112,1.0,0.0,1.2222222222222223,1.9444444444444444,1.2,1.0,1.1428571428571428,0.0,0.0,1.0,0.0,0.0,0.31085227190798487,64.05503387413609
Brasileirão Série A,Athletico,Lucas Esquivel,D,Argentina,"R$ 19.170.000,00",183.0,22.785714285714285,45.392857142857146,37.07142857142857,5.642857142857143,2.75,0.2,0.0,2286.0,7.110714285714286,70.42857142857143,15.178571428571429,0.041791666666666664,0.142609303,1.5,1.5,4.071428571428571,5.035714285714286,1.0,3.2,2.75,1.4,1.5555555555555556,4.5,1.5714285714285714,1.5,0.0,0.0,0.0,1.8235294117647058,2.3125,1.9230769230769231,0.0,1.2,1.5,1.8888888888888888,1.4666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.2976595470844734,63.33041510574218
Brasileirão Série A,Vitória,Lucas Esteves,D,Brazil,"R$ 7.668.000,00",171.0,24.0,33.55555555555556,27.51851851851852,3.08,1.6,0.08333333333333333,1.0,2235.0,6.892592592592592,55.0,11.518518518518519,0.06953333333333334,0.0793029,1.6111111111111112,2.0952380952380953,3.8461538461538463,4.8076923076923075,1.0,3.0,2.142857142857143,1.2777777777777777,1.8125,3.4444444444444446,1.375,1.2,0.0,0.0,0.0,1.1818181818181819,1.8235294117647058,1.0833333333333333,0.0,1.0769230769230769,1.5,1.3888888888888888,1.1666666666666667,1.0,1.0,1.0,1.1666666666666667,0.0,0.0,-0.0794227931502062,42.61892869036708
Brasileirão Série A,Botafogo,Lucas Halter,D,Brazil,"R$ 19.170.000,00",187.0,24.0,52.72222222222222,48.05555555555556,5.611111111111111,3.9375,0.0,1.0,1512.0,6.838888888888889,60.27777777777778,4.888888888888889,0.03956666666666667,0.015000194615384616,1.9,1.7,3.3333333333333335,2.466666666666667,1.0,4.294117647058823,1.4,1.2,1.5384615384615385,0.0,0.0,1.25,0.0,0.0,0.0,1.375,0.0,0.0,0.0,1.0,1.375,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.07017236689514807,43.12701421248097
Brasileirão Série B,Paysandu SC,Lucas Maia,D,Brazil,"R$ 5.112.000,00",190.0,31.0,44.30434782608695,37.95652173913044,6.318181818181818,3.2,0.0,1.0,1922.0,6.695652173913044,53.43478260869565,7.318181818181818,0.0,0.0,1.5333333333333334,2.210526315789474,2.5454545454545454,2.8,1.0,3.5652173913043477,1.4285714285714286,1.0,1.625,0.0,0.0,2.0,0.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.625,1.25,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.14807585978646895,38.84811551432211
Brasileirão Série A,Vasco,Lucas Piton,D,Brazil,"R$ 51.120.000,00",176.0,24.0,36.13333333333333,29.9,3.6,2.0833333333333335,0.2608695652173913,1.0,2602.0,7.1066666666666665,60.266666666666666,13.8,0.06748,0.20529569090909092,1.625,1.8,3.533333333333333,4.413793103448276,1.0,3.1538461538461537,2.608695652173913,1.375,1.4705882352941178,5.827586206896552,2.04,1.25,0.0,0.0,0.0,1.3529411764705883,2.0,1.7692307692307692,0.0,1.2,1.6666666666666667,1.88,1.1818181818181819,2.0,1.2,0.0,0.0,0.0,0.0,0.43322644348133843,70.77651277064686
Brasileirão Série B,Mirassol,Lucas Ramon,D,Brazil,"R$ 1.597.500,00",178.0,30.0,35.0,26.533333333333335,4.3,2.0454545454545454,0.07692307692307693,1.0,2559.0,7.016666666666667,57.3,14.4,0.0,0.0,1.3125,1.68,3.4444444444444446,4.9,1.0,2.72,1.75,1.68,1.4666666666666666,2.7037037037037037,1.2857142857142858,1.2,0.0,0.0,0.0,1.7,1.75,1.4,0.0,1.0,1.9444444444444444,1.1428571428571428,1.4285714285714286,1.0,1.0,0.0,1.0,0.0,0.0,-0.14693799368483063,38.91061353078168
Brasileirão Série B,Goiás,Lucas Ribeiro,D,Brazil,"R$ 6.390.000,00",190.0,25.0,39.92,33.92,7.2,4.5,0.05,0.0,2127.0,6.852,47.96,7.5,0.0,0.0,1.7,1.631578947368421,3.9,3.260869565217391,1.0,2.7777777777777777,1.5384615384615385,1.2307692307692308,2.2222222222222223,1.3333333333333333,1.0,1.5714285714285714,0.0,0.0,0.0,1.0,1.5,1.0,0.0,1.0,1.5,1.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.0,-0.3398740281693678,28.313479613622093
Brasileirão Série B,Sport Recife,Luciano Castan,D,Brazil,"R$ 1.917.000,00",187.0,35.0,54.72727272727273,52.35,8.454545454545455,5.1,0.0,1.0,1807.0,6.9409090909090905,64.31818181818181,8.181818181818182,0.0,0.0,1.6153846153846154,2.5555555555555554,3.0,3.473684210526316,1.0,4.428571428571429,1.25,1.3333333333333333,1.6363636363636365,0.0,0.0,1.5,0.0,0.0,0.0,1.0,1.4,1.0,1.0,1.2,1.5384615384615385,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.049971289450808566,49.725980647117325
Brasileirão Série A,Bahia,Luciano Juba,D,Brazil,"R$ 15.975.000,00",176.0,25.0,53.5,45.970588235294116,5.5,2.7857142857142856,0.037037037037037035,1.0,2864.0,7.085294117647059,71.70588235294117,11.941176470588236,0.07924615384615384,0.09361689666666667,1.4666666666666666,1.45,2.9285714285714284,3.1724137931034484,1.2,2.6785714285714284,2.142857142857143,1.1,1.1111111111111112,3.8333333333333335,1.7058823529411764,1.0,0.0,0.0,0.0,1.6842105263157894,1.3333333333333333,1.0,1.0,1.0,2.12,1.9090909090909092,1.1666666666666667,1.25,1.0,0.0,1.0,0.0,0.0,0.13895207426810724,54.613306621666915
Brasileirão Série B,Mirassol,Luiz Otávio,D,Brazil,"R$ 5.751.000,00",194.0,32.0,55.92,46.2,12.36,7.041666666666667,0.09523809523809523,1.0,2161.0,7.195833333333333,65.96,10.2,0.0,0.0,1.9,3.4782608695652173,3.0869565217391304,4.333333333333333,1.0,5.291666666666667,1.2666666666666666,1.0,1.5,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,1.375,1.4,1.2857142857142858,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.38504498789276315,68.1301157999621
Brasileirão Série A,Vasco,Léo,D,Brazil,"R$ 15.975.000,00",183.0,28.0,39.714285714285715,33.464285714285715,6.25,3.0,0.047619047619047616,0.0,2520.0,6.839285714285714,49.82142857142857,6.785714285714286,0.1961166666666667,0.05584696166666667,1.7333333333333334,1.45,2.36,3.076923076923077,1.0,4.571428571428571,1.6818181818181819,1.3333333333333333,1.2857142857142858,1.25,1.0,1.9166666666666667,0.0,0.0,0.0,1.2,1.5,2.0,1.0,1.0,1.4375,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1006522417116603,52.50966405593364
Brasileirão Série A,Flamengo,Léo Ortiz,D,Brazil,"R$ 57.510.000,00",185.0,28.0,35.96,31.44,4.25,3.625,0.08695652173913043,0.0,1753.0,7.075,43.16,5.583333333333333,0.1101,0.06583062142857143,1.2,1.9523809523809523,2.1578947368421053,3.4782608695652173,1.0,2.466666666666667,1.8666666666666667,1.0,1.3333333333333333,1.0,1.0,1.25,0.0,0.0,0.0,1.0,1.1,1.0,1.0,1.0,1.5384615384615385,1.6363636363636365,2.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.03663270484653337,48.99335043786424
Brasileirão Série A,Flamengo,Léo Pereira,D,Brazil,"R$ 57.510.000,00",189.0,28.0,49.107142857142854,41.285714285714285,6.892857142857143,3.3076923076923075,0.0,0.0,2098.0,7.014285714285714,59.67857142857143,9.392857142857142,0.0766,0.042797968000000006,1.875,2.142857142857143,2.782608695652174,3.9615384615384617,0.0,3.4583333333333335,1.9444444444444444,1.3636363636363635,1.5,1.9166666666666667,1.0,1.6666666666666667,0.0,0.0,0.0,1.2,1.2222222222222223,1.0,0.0,1.25,1.4285714285714286,1.1666666666666667,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.061073931987816674,50.33580032187827
Brasileirão Série A,Atlético Goianiense,Maguinho,D,Brazil,"R$ 1.917.000,00",175.0,32.0,29.0,23.0,3.8,1.9230769230769231,0.1,0.0,1547.0,6.7714285714285705,48.54545454545455,12.571428571428571,0.04794444444444444,0.07699015111111111,1.9230769230769231,1.8666666666666667,4.578947368421052,4.473684210526316,1.0,2.1538461538461537,2.6153846153846154,1.4,2.2857142857142856,3.2222222222222223,1.2307692307692308,1.2,0.0,0.0,0.0,1.1666666666666667,1.6428571428571428,1.5,0.0,1.1111111111111112,1.4545454545454546,1.6470588235294117,1.25,2.0,1.0,1.0,1.0,0.0,1.0,-0.31439608379946876,29.712871848168092
Brasileirão Série A,Vasco,Maicon,D,Brazil,"R$ 1.597.500,00",191.0,36.0,41.7,33.733333333333334,11.0,6.3,0.0,1.0,2524.0,7.016129032258065,52.38709677419355,8.866666666666667,0.1676,0.04033039764705883,1.7916666666666667,3.107142857142857,2.75,4.419354838709677,1.0,5.580645161290323,1.8571428571428572,1.1,1.3,1.8333333333333333,0.0,1.8666666666666667,0.0,0.0,0.0,1.4166666666666667,1.0,1.0,1.0,1.0,1.8235294117647058,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.40371590164840804,69.15562756583267
Brasileirão Série B,Chapecoense,Mancha,D,Brazil,"R$ 3.195.000,00",178.0,23.0,30.47826086956522,22.52173913043478,5.0,2.0526315789473686,0.1,1.0,2042.0,7.065217391304348,52.391304347826086,13.347826086956522,0.0,0.0,1.2352941176470589,1.5,2.65,3.409090909090909,1.1666666666666667,3.1578947368421053,1.6875,1.25,1.2,3.65,2.0,1.4,0.0,0.0,0.0,1.4,1.4666666666666666,1.1666666666666667,0.0,1.2,1.3076923076923077,1.9285714285714286,1.0,1.2,1.0,0.0,0.0,0.0,0.0,-0.016289087875343188,46.086587447175546
Brasileirão Série B,Chapecoense,Marcelinho,D,Brazil,"R$ 2.556.000,00",169.24137931034483,25.75862068965517,19.103448275862068,14.214285714285714,4.904761904761905,2.1176470588235294,0.11538461538461539,1.0,1830.0,6.910344827586207,38.03448275862069,11.03448275862069,0.0,0.0,1.2666666666666666,1.7647058823529411,3.4583333333333335,4.4,1.6,3.0555555555555554,1.7777777777777777,1.8571428571428572,1.3571428571428572,3.45,1.5,1.0,0.0,0.0,0.0,1.5714285714285714,1.5,1.8,1.0,1.8888888888888888,1.6666666666666667,1.6666666666666667,1.75,1.125,1.0,0.0,0.0,0.0,0.0,-0.11149971325321614,40.85708353329317
Brasileirão Série B,Coritiba,Marcelo Benevenuto,D,Brazil,"R$ 12.780.000,00",180.0,28.0,41.05555555555556,33.22222222222222,8.38888888888889,4.117647058823529,0.0,0.0,1514.0,6.938888888888888,51.05555555555556,8.722222222222221,0.0,0.0,1.6666666666666667,2.5714285714285716,2.9411764705882355,4.3125,1.0,4.277777777777778,2.0,1.5,2.142857142857143,1.0,0.0,1.5,0.0,0.0,0.0,1.2,1.2,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.027742772840862552,48.50506529076753
Brasileirão Série A,Criciúma,Marcelo Hermes,D,Brazil,"R$ 2.875.500,00",177.0,29.0,29.892857142857142,21.5,5.230769230769231,1.8421052631578947,0.12,1.0,2459.0,6.992857142857143,51.92857142857143,15.25,0.09312000000000001,0.09963681923076922,1.6521739130434783,1.8125,4.0,3.5357142857142856,1.2,3.3181818181818183,1.9130434782608696,1.2,1.5294117647058822,5.607142857142857,2.1176470588235294,1.0,0.0,0.0,0.0,1.6,1.3888888888888888,1.1666666666666667,1.0,1.1666666666666667,2.0555555555555554,2.2222222222222223,1.125,1.1111111111111112,1.3333333333333333,0.0,1.0,0.0,0.0,-0.18776409668695343,36.66821396045196
Brasileirão Série A,Palmeiras,Marcos Rocha,D,Brazil,"R$ 3.195.000,00",176.0,35.0,42.34782608695652,33.17391304347826,7.478260869565218,3.8636363636363638,0.08695652173913043,0.0,1557.0,7.073913043478262,61.0,14.818181818181818,0.10635,0.10070545555555556,2.125,1.3333333333333333,3.5,3.8,0.0,2.375,2.75,1.25,1.7692307692307692,2.4444444444444446,1.125,1.0,0.0,0.0,0.0,1.7272727272727273,1.3333333333333333,1.2,0.0,1.0,1.5333333333333334,1.6666666666666667,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.4621498206429685,21.59740425148744
Brasileirão Série A,Cuiabá,Marllon,D,Brazil,"R$ 3.195.000,00",184.0,32.0,39.36,34.52,4.958333333333333,2.9130434782608696,0.0,1.0,2162.0,7.041666666666667,50.8,5.5,0.09734,0.03720472166666667,2.1333333333333333,2.8636363636363638,2.9473684210526314,4.565217391304348,1.0,4.6521739130434785,1.8235294117647058,1.25,1.5833333333333333,1.0,0.0,1.5714285714285714,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.6875,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.25743765492150283,61.12120219851458
Brasileirão Série A,Cruzeiro,Marlon,D,Brazil,"R$ 31.950.000,00",178.0,27.0,42.142857142857146,33.666666666666664,7.142857142857143,3.619047619047619,0.0,0.0,1633.0,6.909523809523809,62.23809523809524,12.80952380952381,0.08030000000000001,0.073584291,1.4285714285714286,1.4666666666666666,3.2,4.105263157894737,1.0,1.8823529411764706,2.1666666666666665,1.25,1.6666666666666667,3.1875,1.3,1.2,0.0,0.0,0.0,1.4,1.4,1.2857142857142858,1.0,1.3333333333333333,1.8,1.3571428571428572,1.1428571428571428,1.0,1.0,0.0,0.0,0.0,0.0,-0.14491283436602545,39.02184668928573
Brasileirão Série B,América Mineiro,Mateus Henrique,D,Brazil,"R$ 2.875.500,00",178.0,22.0,52.38095238095238,43.095238095238095,7.05,3.8947368421052633,0.11764705882352941,0.0,1707.0,7.085714285714286,72.54545454545455,16.05,0.0,0.0,1.1666666666666667,1.6923076923076923,3.8,4.7,1.0,1.9444444444444444,3.0625,1.5454545454545454,1.4615384615384615,3.6,1.5,1.0,0.0,0.0,0.0,1.4285714285714286,1.3846153846153846,2.0,0.0,1.2,1.9090909090909092,1.6428571428571428,1.5,1.1666666666666667,1.0,0.0,0.0,0.0,1.0,0.360905801203652,66.80425567912329
Brasileirão Série B,Brusque,Mateus Pivô,D,Brazil,"R$ 319.500,00",185.0,26.0,28.678571428571427,21.214285714285715,4.0,2.0,0.0,1.5,2209.0,6.910714285714286,50.392857142857146,14.25,0.0,0.0,2.0,2.52,4.892857142857143,5.285714285714286,1.25,3.227272727272727,1.9565217391304348,1.3333333333333333,2.2916666666666665,2.2857142857142856,1.25,1.2,0.0,0.0,0.0,1.1666666666666667,2.2,1.5384615384615385,1.0,1.0,1.4615384615384615,1.3333333333333333,1.3,1.3333333333333333,0.0,0.0,1.0,0.0,1.0,-0.17587033010970746,37.32148662429233
Brasileirão Série B,Ponte Preta,Mateus Silva,D,Brazil,"R$ 958.500,00",192.0,29.0,43.11764705882353,33.411764705882355,8.588235294117647,3.1875,0.058823529411764705,0.0,1481.0,6.788235294117648,54.76470588235294,10.352941176470589,0.0,0.0,1.3333333333333333,1.9,2.6875,3.0588235294117645,1.0,4.882352941176471,1.5714285714285714,1.3333333333333333,1.6428571428571428,1.0,1.0,1.25,0.0,0.0,0.0,1.4285714285714286,1.0,1.0,0.0,1.0,1.75,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.0012315464340542353,46.91363244964402
Brasileirão Série A,Cuiabá,Matheus Alexandre,D,Brazil,"R$ 9.585.000,00",188.0,25.0,32.666666666666664,27.695652173913043,3.272727272727273,1.9285714285714286,0.0,0.0,1888.0,6.758333333333333,53.166666666666664,11.5,0.04316,0.0325268425,1.6923076923076923,2.2222222222222223,3.7083333333333335,4.545454545454546,1.0,2.25,2.142857142857143,1.0,1.6875,2.375,1.3333333333333333,1.0,0.0,0.0,0.0,1.5833333333333333,1.1428571428571428,1.3333333333333333,0.0,1.0,1.7222222222222223,1.8,1.1428571428571428,1.0,0.0,0.0,0.0,0.0,1.0,-0.19327770382183462,36.365375595752255
Brasileirão Série B,Ceará,Matheus Bahia,D,Brazil,"R$ 7.668.000,00",181.0,25.0,29.714285714285715,22.142857142857142,4.538461538461538,1.9047619047619047,0.16,0.0,2307.0,6.982142857142857,53.464285714285715,15.214285714285714,0.0,0.0,1.1666666666666667,1.5,3.576923076923077,4.357142857142857,1.0,1.5263157894736843,2.3043478260869565,1.7647058823529411,1.619047619047619,3.730769230769231,1.4285714285714286,1.0,0.0,0.0,0.0,1.2727272727272727,1.8695652173913044,1.411764705882353,0.0,1.375,1.3125,1.6,1.4444444444444444,1.0,1.0,0.0,1.0,0.0,0.0,-0.28354157151993,31.407575481154407
Brasileirão Série B,Botafogo-SP,Matheus Costa,D,Brazil,"R$ 1.917.000,00",188.0,29.0,36.23809523809524,29.857142857142858,5.25,2.375,0.058823529411764705,0.0,1551.0,6.714285714285714,46.42857142857143,7.333333333333333,0.0,0.0,1.6428571428571428,2.6923076923076925,3.1,3.8333333333333335,1.0,3.4285714285714284,1.4666666666666666,1.2857142857142858,1.7142857142857142,1.3333333333333333,1.3333333333333333,1.125,0.0,0.0,0.0,1.7142857142857142,1.3333333333333333,1.5,0.0,1.125,1.1,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2732844368129626,31.970955102729405
Brasileirão Série B,Ceará,Matheus Felipe,D,Brazil,"R$ 7.668.000,00",186.0,25.0,36.78260869565217,31.043478260869566,5.666666666666667,2.888888888888889,0.0,0.0,1847.0,6.6695652173913045,43.52173913043478,6.681818181818182,0.0,0.0,1.8666666666666667,1.8235294117647058,3.473684210526316,2.7,0.0,3.3684210526315788,1.5454545454545454,1.0,2.230769230769231,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,1.0,1.3333333333333333,1.0,0.0,1.0,1.1818181818181819,1.1666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3700858778397944,26.65407463156176
Brasileirão Série A,Corinthians,Matheuzinho,D,Brazil,"R$ 25.560.000,00",171.0,24.0,28.285714285714285,23.857142857142858,3.48,1.9523809523809523,0.0,0.0,1907.0,6.935714285714285,45.964285714285715,8.37037037037037,0.0679,0.054533275238095244,1.1818181818181819,2.0,2.8333333333333335,3.375,1.0,2.272727272727273,2.1363636363636362,1.3571428571428572,1.3846153846153846,3.260869565217391,1.25,1.1111111111111112,0.0,0.0,0.0,1.5,1.25,1.0,1.0,1.125,1.9230769230769231,1.25,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0504039941565969,44.21280460821724
Brasileirão Série B,Coritiba,Maurício Antônio,D,Brazil,"R$ 1.917.000,00",183.0,32.0,48.82608695652174,43.63636363636363,8.318181818181818,5.0476190476190474,0.0,0.0,1781.0,6.995652173913044,57.30434782608695,7.565217391304348,0.0,0.0,1.4166666666666667,2.3333333333333335,1.7222222222222223,3.25,1.0,4.095238095238095,1.5454545454545454,1.3333333333333333,1.1,1.0,0.0,1.4285714285714286,0.0,0.0,0.0,1.0,1.5,1.0,1.0,1.0,1.6666666666666667,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18441814442157736,57.110559327158334
Brasileirão Série B,Amazonas FC,Miranda,D,Brazil,"R$ 3.834.000,00",182.0,24.0,46.85,39.65,8.05,3.9,0.0,1.0,1773.0,6.8950000000000005,57.4,8.2,0.0,0.0,1.8571428571428572,1.7333333333333334,3.3529411764705883,3.1578947368421053,1.0,4.2105263157894735,2.3,1.1,1.6,1.0,0.0,1.625,0.0,0.0,0.0,1.125,1.0,0.0,0.0,1.125,1.3636363636363635,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,-0.00019980204186182716,46.9703016639852
